"geneSet","true.mean","true.median","true.meanabs","true.meansqr","true.maxmean","true.sig_n","true.sign_test","true.rank_sum","true.ks_orig","true.ks_weighted","null_upper25.mean","null_upper25.median","null_upper25.meanabs","null_upper25.meansqr","null_upper25.maxmean","null_upper25.sig_n","null_upper25.sign_test","null_upper25.rank_sum","null_upper25.ks_orig","null_upper25.ks_weighted","null_lower25.mean","null_lower25.median","null_lower25.meanabs","null_lower25.meansqr","null_lower25.maxmean","null_lower25.sig_n","null_lower25.sign_test","null_lower25.rank_sum","null_lower25.ks_orig","null_lower25.ks_weighted","null_upper5.mean","null_upper5.median","null_upper5.meanabs","null_upper5.meansqr","null_upper5.maxmean","null_upper5.sig_n","null_upper5.sign_test","null_upper5.rank_sum","null_upper5.ks_orig","null_upper5.ks_weighted","null_lower5.mean","null_lower5.median","null_lower5.meanabs","null_lower5.meansqr","null_lower5.maxmean","null_lower5.sig_n","null_lower5.sign_test","null_lower5.rank_sum","null_lower5.ks_orig","null_lower5.ks_weighted","pvals.mean","pvals.median","pvals.meanabs","pvals.meansqr","pvals.maxmean","pvals.sig_n","pvals.sign_test","pvals.rank_sum","pvals.ks_orig","pvals.ks_weighted","null_brain"
"GO:0007268",-0.00882248251104883,0.0416039371640805,0.339034596143651,0.14706454790212,-0.351557685874431,33,0,142660,-0.0846025159502058,-0.164238890174112,0.073568417424773,0.146431336935269,0.394428594626674,0.194256376119518,0.410815691415136,51,0,165088.975,0.136004247921143,0.251518577356039,-0.0837327981097377,-0.170756680275199,0.317066712761745,0.135261097207899,-0.408814392820235,24,-2.05195670417031,110759.725,-0.13536886388611,-0.246628162714454,0.0626274607165538,0.123742671541713,0.388809889158172,0.189433116762925,0.402842384342708,49,0,161060.85,0.123046776336291,0.234009066051352,-0.0698702531397364,-0.146933529730209,0.32354375296105,0.139639176505495,-0.40065889704142,27,-1.84676103375328,116187,-0.123628856341539,-0.229687284449677,0.843396226415094,0.5647512864494,0.798240351929614,0.870225954809038,0.795813586097946,0.78624275144971,1,0.468306338732254,0.481391585760518,0.659423318010865,1
"GO:0007416",-0.0344453036079353,-0.076107231877977,0.336266177903506,0.141859970673265,-0.338753595174248,16,-0.549442255794756,72622,-0.0760587651147848,-0.191294252686253,0.100769551668185,0.197323725114073,0.407493780527682,0.206036693898691,0.433621741562858,31,0,93666.05,0.182846179683392,0.298248297232125,-0.110204055590971,-0.226760108705296,0.303381224915647,0.125159336811659,-0.425425602496919,10,-1.92304789528165,53929.875,-0.185985308721304,-0.297504281227344,0.0849072414624468,0.165701783218298,0.399598521037002,0.197764356951698,0.420589623353123,29,0,91098.3,0.162773964600736,0.275141067463162,-0.094602219368587,-0.193520153653571,0.311896100887696,0.131275841461434,-0.414141265801023,12,-1.92304789528165,57950.95,-0.16655806413926,-0.276069757581322,0.54463952185282,0.544303797468354,0.777844431113777,0.872225554889022,0.890655292749128,0.863827234553089,0.754896907216495,0.632673465306939,0.902225755166932,0.617213114754098,1
"GO:0008021",-0.0765366189827651,-0.113323737139881,0.338211480414773,0.150834709779294,-0.385123235154856,18,-0.496138938356834,76040,-0.120130272952854,-0.244316409441005,0.0984145158296796,0.182977701243105,0.40279556559674,0.201245518075943,0.42439679876726,36,0,113610.475,0.171499689826303,0.288181895299596,-0.100694842104525,-0.214638119549166,0.310000154931614,0.130419972753051,-0.420721211824039,14,-2.23262522260575,68416.75,-0.166408188585608,-0.280999762371067,0.0793814008912536,0.15320224634941,0.394461172547909,0.194684057043321,0.414089284250822,35,0,110789.15,0.151211228287841,0.265401822084356,-0.0864381035581113,-0.179374896590544,0.317124671890887,0.134968753438215,-0.408809278417085,16.95,-1.73648628424892,73313.4,-0.150038771712159,-0.259628074968696,0.143076332949751,0.303183229813665,0.769046190761848,0.768446310737852,0.327856025039124,0.92621475704859,0.775793650793651,0.930413917216557,0.288915566226491,0.162653147444022,1
"GO:0014069",-0.00890397034049489,-0.0491435101220464,0.352737257279256,0.156418392338443,0.366586960339121,52,-0.66436383882992,230105,-0.0420453560907988,0.127897806974455,0.064041952819404,0.12601115999884,0.386352593774795,0.188049831544482,0.401496083427911,74,0,248125.275,0.115333862198926,0.228494406594055,-0.0686349567435465,-0.146454439074409,0.324268096557713,0.140413500539565,-0.397048442232779,40,-2.15918247619724,180034.4,-0.111817194810258,-0.223012505998934,0.0529046622324696,0.101925729360529,0.381579099429156,0.18410282322592,0.394066444726673,71,0,243920.15,0.103061157078496,0.21407385165432,-0.0578395046518269,-0.124226905926707,0.329415468591119,0.144081215538051,-0.390405103156791,44,-1.99309151648976,186928.25,-0.100769905562294,-0.207601167140202,0.806631892697466,0.535304990757856,0.573285342931414,0.741851629674065,0.558666117743927,0.75624875024995,0.584940739019289,0.253549290141972,0.949859606899318,0.939917386406309,1
"GO:0016079",0.0351316110773376,0.128899696798061,0.329779497727648,0.128660464783884,-0.341523686799224,7,-0.840168050416806,68731,0.125757824020973,0.171216666255774,0.104227734448317,0.20648563026511,0.4093428573998,0.206461509550283,0.437241674839537,30,0,90237.575,0.183971453019462,0.302190672097977,-0.109111606857177,-0.225324871738714,0.303512222603708,0.125932422838205,-0.428275176047889,10,-1.96039211763921,51629.85,-0.183177672183079,-0.295878727461333,0.0868716111720007,0.170929541428534,0.401032153896844,0.199413115044454,0.423784742859487,28,0,87631.3,0.168010268174122,0.281073012530701,-0.0953352238585321,-0.194293297648324,0.312447855074439,0.132049985822134,-0.415700756210028,12,-1.68033610083361,55126,-0.16831521838076,-0.275591876158977,0.541420118343195,0.224263135412217,0.838432313537293,0.962407518496301,0.875490966221524,0.994801039792042,0.510830324909747,0.66746650669866,0.374338085539715,0.799138606108066,1
"GO:0030285",0.0134335500254172,0.0444847130742739,0.328487928003676,0.15152106222322,-0.393817972472823,9,-0.912870929175277,44194,0.121841739935215,-0.175391204471615,0.140584916283088,0.250130036049211,0.426561084673763,0.220368957497193,0.45842150125767,19,0.182574185835055,54311.05,0.239720422643838,0.359583051241917,-0.150224578114973,-0.275908293367507,0.287092369808426,0.113795717497708,-0.450968098764061,4,-2.00831604418561,24481.075,-0.244275798241555,-0.357627594369809,0.114475497150949,0.214357608883067,0.414510433748831,0.209272997638962,0.442147331431379,18,0.182574185835055,52564.5,0.215998766003393,0.328202280256712,-0.127414721334618,-0.246663465390858,0.298259151411931,0.121497984107241,-0.435961172200414,5,-1.6431676725155,26850.95,-0.221106740706463,-0.327203435607139,0.857740585774059,0.750212765957447,0.774045190961808,0.659068186362727,0.358682869462956,0.82003599280144,0.424157303370786,0.338932213557289,0.71161657189277,0.855993563958166,1
"GO:0030672",-0.110549886451998,-0.21050651650267,0.333158309870305,0.150102040923138,-0.389925384646872,17,-0.919145030018058,56950,-0.167103822217474,-0.297784001662553,0.103960677949495,0.195139210051626,0.403793282927202,0.202135610978468,0.429177772179235,33,0.131306432859723,101565.875,0.180085405593098,0.299521993188568,-0.108963872684228,-0.215915976486566,0.306144507613885,0.127563191811019,-0.423028759012868,12,-2.23220935861528,59986.85,-0.174628261972809,-0.291746656736798,0.087315988217974,0.16280032664582,0.396435030210281,0.195807701259323,0.416540286164496,32,0.131306432859723,99044.65,0.161219984508133,0.274208418615795,-0.0898666275372218,-0.182672937801978,0.314521371680308,0.133781617428705,-0.410873826718413,14,-1.96959649289584,63981,-0.157095675632362,-0.26643615427153,0.0435946462715105,0.0565317035905271,0.811437712457509,0.763447310537892,0.279325225578658,0.892221555688862,0.407678650687972,0.984003199360128,0.0692124105011933,0.0437474205530334,1
"GO:0042734",0.0196557550263334,0.056701915089556,0.341286716255692,0.143978447553723,-0.342248330538933,27,-0.439057039958761,121310,-0.0902939908935899,0.159473105644839,0.0841026961310501,0.154580153809476,0.396838418425377,0.197034366294852,0.41537262371214,45,0,143807.275,0.147183711517922,0.263115313764202,-0.0913743004314322,-0.18450874264309,0.314573018083826,0.133348739500341,-0.413300947482202,20,-1.97575667981443,93282.425,-0.146562939159437,-0.259808766148082,0.0698815707680331,0.131780600564513,0.390286584766991,0.191015139180412,0.405544862970846,43,0,140830.5,0.133881373081752,0.245909900028403,-0.0750633891534567,-0.155912839389855,0.321308679312968,0.138324320149126,-0.403967672745111,23,-1.75622815983505,98647.8,-0.13269229327887,-0.239383615183117,0.625753660637382,0.520529801324503,0.759048190361928,0.89502099580084,0.891010342084328,0.847230553889222,0.795382746051033,0.542291541691662,0.475371383893667,0.768757214313197,1
"GO:0045211",-0.0237097100025701,-0.0561802686225956,0.353931816259926,0.159046489680047,0.358526858222272,26,-0.573539334676404,116054,-0.0602008944997261,-0.13557240857492,0.0898925590991252,0.164915371923709,0.399568528723686,0.199058588355078,0.419442939017837,42,0.114707866935281,132140,0.155435067005715,0.274507251177294,-0.0951046285653798,-0.192382360629248,0.313212096376853,0.132439245979723,-0.414890392552914,18,-2.17944947177034,83354.6,-0.156677064340204,-0.267325082792807,0.0742866312168889,0.140020526071667,0.392130447795019,0.192599742129592,0.409885718891686,40,0.114707866935281,129289.1,0.139151533486505,0.251873362632528,-0.0805628866448003,-0.163252915808155,0.319693887276438,0.137214356325659,-0.404436983326089,20,-1.95003373789977,88580.7,-0.139912757659256,-0.248383770449918,0.645569620253165,0.613367799113737,0.526894621075785,0.608878224355129,0.726578206674709,0.789242151569686,0.625492772667543,0.342131573685263,0.932479627473807,0.950627276406313,1
"GO:0048488",-0.0422281896378093,-0.0886585770616082,0.328616821209673,0.139019397801219,-0.370845010847482,9,12,32079,-0.112035752812452,-0.192775828560973,0.158191405223207,0.275658077321728,0.432046995272946,0.225751691224479,0.470874620268343,16,12,43699.55,0.27094120819849,0.391897062368384,-0.168819758362803,-0.298428830875048,0.278915107453897,0.108006352774217,-0.465209677459658,3,7,17172.125,-0.272585818307906,-0.389643066599651,0.132631928772564,0.233684761749239,0.420753038333483,0.214898341503298,0.451495732716605,15,12,42083.2,0.24370665742025,0.358409807023656,-0.143071630226993,-0.261987002622982,0.291328784258728,0.116526571762998,-0.446903121257777,4,7,19626.35,-0.24690148713207,-0.356431410042445,0.621642662514597,0.614615384615385,0.74005198960208,0.783043391321736,0.612928655892787,0.629674065186963,0.162567486502699,0.491501699660068,0.891848264729621,0.832377049180328,1
