"pvals.mean","pvals.median","pvals.meanabs","pvals.meansqr","pvals.maxmean","pvals.sig_n","pvals.sign_test","pvals.rank_sum","pvals.ks_orig","pvals.ks_weighted","geneSet"
0.849629918192442,0.448502256873205,0.00839832033593281,0.00899820035992801,0.0101404056162246,0.0103979204159168,1,0.213357328534293,0.67498051441933,0.900731050404002,"GO:0007268"
0.538912788423934,0.242518460940536,0.00919816036792642,0.0117976404719056,0.013581684128832,0.0153969206158768,0.858904109589041,0.326934613077385,0.954580152671756,0.872146118721461,"GO:0007416"
0.243468383188186,0.156028368794326,0.0117976404719056,0.0111977604479104,0.00237154150197628,0.0195960807838432,0.928694158075601,0.371725654869026,0.735697940503433,0.671143514965464,"GO:0008021"
0.806010928961749,0.218301667312912,0.00859828034393121,0.00879824035192961,0.0149193548387097,0.0125974805038992,0.743182306205712,0.117976404719056,0.97226443768997,0.983579638752053,"GO:0014069"
0.42252948352989,0.0743631881676253,0.015996800639872,0.0205958808238352,0.0238737004235657,0.0361927614477105,0.658951346244686,0.444311137772446,0.543737166324435,0.903359601824969,"GO:0016079"
0.855268552685527,0.65125,0.0151969606078784,0.00819836032793441,0.0026902382782475,0.0175964807038592,0.718843683083512,0.104579084183163,0.871825876662636,0.939405785770133,"GO:0030285"
0.116340361445783,0.0163144234334446,0.017996400719856,0.0141971605678864,0.002356637863315,0.0187962407518496,0.799629324546952,0.51749650069986,0.544356360890902,0.553119092627599,"GO:0030672"
0.687727825030377,0.366042345276873,0.0135972805438912,0.0145970805838832,0.0104333868378812,0.016996600679864,0.884529647793134,0.280543891221756,0.768895924020578,0.930661322645291,"GO:0042734"
0.60191463901077,0.308385579937304,0.0107978404319136,0.0103979204159168,0.0221595487510073,0.0161967606478704,0.774050632911392,0.196160767846431,0.965503568596352,0.988019169329074,"GO:0045211"
0.48491879350348,0.239968835216206,0.0291941611677664,0.025994801039792,0.0138728323699422,0.0271945610877824,0.113577284543091,0.26994601079784,0.922662562524048,0.890463423975488,"GO:0048488"
0.382830626450116,0.0242214532871972,0.0117976404719056,0.0137972405518896,0.0127867619405792,0.016996600679864,0.900589906051999,0.387122575484903,0.691006917755573,0.87842987804878,"GO:0048786"
0.395466979288785,0.704607046070461,0.0125974805038992,0.0123975204959008,0.00769526741054252,0.0153969206158768,1,0.292941411717656,0.798470363288719,0.759765625,"GO:0048787"
0.589453125,0.614977614977615,0.00819836032793441,0.00979804039192162,0.0129462534327187,0.00979804039192162,1,0.319736052789442,0.63125481139338,0.781165573137785,"GO:0050804"
0.346468981662115,0.13912704598597,0.00959808038392321,0.0131973605278944,0.0138568129330254,0.0133973205358928,0.636066911464708,0.50629874025195,0.627131782945736,0.902006172839506,"GO:0050808"
0.236968724939856,0.131090487238979,0.00739852029594081,0.00719856028794241,0.0118320610687023,0.00599880023995201,0.684722587430976,0.263147370525895,0.63695038321904,0.748333333333333,"GO:0051963"
0.485240598463405,0.182109907741677,0.0103979204159168,0.0107978404319136,0.0182322631787554,0.013997200559888,1,0.151369726054789,0.796499796499797,0.755036261079774,"GO:0060078"
0.945121951219512,0.403219473890852,0.0143971205758848,0.0143971205758848,0.0240288346015218,0.0157968406318736,0.87382779198636,0.243351329734053,0.838091353996737,0.969647251845775,"GO:0098839"
0.0192913385826772,0.014162077104642,0.0283943211357728,0.0373925214957009,0.041816009557945,1,0.911417716456709,0.866826634673065,0.25958930647036,0.474569640062598,"GO:0098918"
0.292654488923436,0.00232828870779977,0.00879824035192961,0.0101979604079184,0.0198928844682479,0.0227954409118176,0.315736852629474,0.316536692661468,0.389183055975794,0.858703843255463,"GO:0099010"
