Row,centroid1,centroid2,centroid3
7Networks_LH_Vis_1,-4.99955551889208,-22.2671112060547,-96.8997784084744
7Networks_LH_Vis_2,20.2875293353025,-9.38964706869686,-96.4930587768555
7Networks_LH_Vis_3,-9.38083335167418,-45.271667321523,-88.0412508646647
7Networks_LH_Vis_4,24.9505970300134,-31.0835821237137,-90.693433163771
7Networks_LH_Vis_5,10.2857574341875,-51.2799998196689,-84.7875763864228
7Networks_LH_Vis_6,2.34654547274113,-66.2560002413663,-73.9834544788707
7Networks_LH_Vis_7,51.4136369878596,-13.7831817973744,-84.3027281327681
7Networks_LH_Vis_8,-23.5402440094366,-74.5775607969703,-61.2987802086807
7Networks_LH_Vis_9,42.6797825771829,-39.6126087437505,-80.6852178158967
7Networks_LH_Vis_10,33.3061764661004,-56.6255882487578,-74.868823780733
7Networks_LH_Vis_11,-4.84451611790686,-82.1085478259671,-55.8069356487643
7Networks_LH_Vis_12,62.8820291602093,-32.6952171602111,-69.5575359731481
7Networks_LH_Vis_13,-45.5819999694824,-74.7912725275213,-47.1274546536532
7Networks_LH_Vis_14,21.5660241425756,-79.8491564831102,-54.452770600836
7Networks_LH_Vis_15,-14.3735384702682,-91.4383078941932,-35.9953846858098
7Networks_LH_Vis_16,46.1851163021354,-69.8093026626942,-52.7787210331407
7Networks_LH_Vis_17,65.0966666250518,-55.986363324252,-49.8624240412857
7Networks_LH_Vis_18,-32.6868422324197,-90.5284205654211,-24.8007019109893
7Networks_LH_Vis_19,8.4407936299131,-96.2131740025112,-22.9500000211928
7Networks_LH_Vis_20,31.7557896563881,-90.6526318600303,-26.0481576919556
7Networks_LH_Vis_21,53.2322954897021,-80.7252461167633,-22.7060656782056
7Networks_LH_Vis_22,-7.86799993331616,-98.8323067298302,-3.00061539503244
7Networks_LH_Vis_23,31.1507842493992,-94.3276467416801,-2.58666668686212
7Networks_LH_Vis_24,17.4658619740914,-97.2968968358533,12.5668966687959
7Networks_LH_SomMot_1,-82.1077947055592,40.4132353838752,-38.2970584420597
7Networks_LH_SomMot_2,-95.4134542985396,14.8745455308394,-21.254818333279
7Networks_LH_SomMot_3,-81.9200005044742,55.3657143261968,0.547959264443845
7Networks_LH_SomMot_4,-91.0709522792271,38.6133333160764,-2.50011911278679
7Networks_LH_SomMot_5,-85.4225001864963,41.6224995719062,29.8827776379055
7Networks_LH_SomMot_6,-98.689075763409,-10.1441538113814,1.00138466541584
7Networks_LH_SomMot_7,-96.1487092048891,16.8941935147009,17.7706451492925
7Networks_LH_SomMot_8,-74.9395342094954,43.0055810795274,49.3530229080555
7Networks_LH_SomMot_9,-87.6421736012334,20.1569565068121,42.7128261897875
7Networks_LH_SomMot_10,-65.2953224489766,24.915806376165,69.7916935951479
7Networks_LH_SomMot_11,-77.1111254692078,-4.65012499392033,62.063124704361
7Networks_LH_SomMot_12,-39.0509999847412,24.5825999832153,88.1356013488769
7Networks_LH_SomMot_13,-51.551936364943,-0.159032221763365,85.2429039247574
7Networks_LH_SomMot_14,90.685833507114,-2.46194443768925,40.1961109903124
7Networks_LH_SomMot_15,-25.981799621582,11.9112000274658,95.2184001159668
7Networks_LH_SomMot_16,-38.9912046869117,-32.0761446091066,84.5026514444007
7Networks_LH_SomMot_17,-30.5569863645998,-15.0591781302674,93.2312331526247
7Networks_LH_SomMot_18,79.5303334554036,-17.4126664956411,57.4746667226156
7Networks_LH_SomMot_19,-1.44657899949111,-2.62026313417836,99.1556575172826
7Networks_LH_SomMot_20,74.5287182147686,2.36999988555908,66.0048716618465
7Networks_LH_SomMot_21,-2.28288465021895,-67.4392309922438,72.9401924426739
7Networks_LH_SomMot_22,-7.0965957175544,-27.7848937460717,95.3242551113697
7Networks_LH_SomMot_23,-0.195357033716781,-51.3803571292332,84.8648225239345
7Networks_LH_SomMot_24,27.7052498776466,3.73787493109703,94.9830001831055
7Networks_LH_SomMot_25,55.8436002604167,-45.288933207194,67.9857336425781
7Networks_LH_SomMot_26,58.526978969574,-21.4374996473392,76.727812687556
7Networks_LH_SomMot_27,27.9146157631507,-60.807384784405,73.4089227529672
7Networks_LH_SomMot_28,18.6407272815704,-36.981273096258,90.2940007990057
7Networks_LH_SomMot_29,26.4149090940302,-20.5174541993575,93.5347274780273
7Networks_LH_DorsAttn_Post_1,-33.3566216133736,-34.19675644024,-86.8748650421967
7Networks_LH_DorsAttn_Post_2,-35.1029336039225,-59.190666809082,-71.4882668558757
7Networks_LH_DorsAttn_Post_3,-61.0556606076798,-57.8888680799952,-53.0269806340056
7Networks_LH_DorsAttn_Post_4,-59.4026315254078,-74.088947095369,-29.116315741288
7Networks_LH_DorsAttn_Post_5,-5.49929576209733,-96.4608449801593,22.6564790027242
7Networks_LH_DorsAttn_Post_6,-72.7116319306043,-30.9195916701336,60.4706124286262
7Networks_LH_DorsAttn_Post_7,-16.3508333232668,-87.4672220018175,44.7563883463542
7Networks_LH_DorsAttn_Post_8,-46.9614436749331,-46.9264946770422,72.9345359408978
7Networks_LH_DorsAttn_Post_9,-30.3998591463331,-72.6560566324583,60.2546475907447
7Networks_LH_DorsAttn_Post_10,24.5492593977186,-89.9344443803952,34.0293827174622
7Networks_LH_DorsAttn_Post_11,3.91187498922227,-83.281093120575,54.04484385252
7Networks_LH_DorsAttn_Post_12,36.627000105381,-73.5807497501373,55.3807501792908
7Networks_LH_DorsAttn_FEF_1,18.234411758535,40.8964712479535,88.9397069145651
7Networks_LH_DorsAttn_FEF_2,5.82777777562539,26.3642222616408,95.1451110839844
7Networks_LH_DorsAttn_FEF_3,42.7588000106811,28.8021994018555,85.0168005371094
7Networks_LH_DorsAttn_PrCv_1,-40.5665910894221,45.921818039634,78.4456816586581
7Networks_LH_SalVentAttn_ParOper_1,-94.3240003967285,-25.3039999198914,18.929400062561
7Networks_LH_SalVentAttn_ParOper_2,-92.5199996948242,-3.17688890033298,36.4771109686957
7Networks_LH_SalVentAttn_ParOper_3,-85.391773716096,-29.4549997852695,41.4204838968092
7Networks_LH_SalVentAttn_TempOcc_1,-80.6591378573714,-51.1413794550402,-26.1029309979801
7Networks_LH_SalVentAttn_FrOperIns_1,-54.7730533512494,66.4090840288701,-47.0481679930942
7Networks_LH_SalVentAttn_FrOperIns_2,-34.8856521689373,87.0517384073009,-33.1521740996319
7Networks_LH_SalVentAttn_FrOperIns_3,-51.687727321278,83.0325753183076,-17.0437878117417
7Networks_LH_SalVentAttn_FrOperIns_4,-69.0059150373432,70.1818317359602,-7.64760571130565
7Networks_LH_SalVentAttn_FrOperIns_5,-62.8530305804628,75.6257576219963,15.5330303221038
7Networks_LH_SalVentAttn_FrOperIns_6,-74.1016973819373,58.9124526257785,30.4296227581096
7Networks_LH_SalVentAttn_FrOperIns_7,-55.1480360371726,63.7809821537563,51.4365180390222
7Networks_LH_SalVentAttn_PFCl_1,17.9117499828339,86.578749370575,45.0738748788834
7Networks_LH_SalVentAttn_Med_1,90.8918019887563,21.4798198777276,32.272792970812
7Networks_LH_SalVentAttn_Med_2,85.1012391622088,-32.4328321186842,38.2590264008108
7Networks_LH_SalVentAttn_Med_3,63.2592155606139,-60.0235296511183,47.8276465172861
7Networks_LH_SalVentAttn_Med_4,55.7677356791946,6.60113195203385,82.0211328470482
7Networks_LH_Limbic_OFC_1,6.61128573571997,82.6728567940848,-54.4304285866874
7Networks_LH_Limbic_OFC_2,38.4147476427483,73.0714141383316,-54.1593935802729
7Networks_LH_Limbic_OFC_3,33.593866780599,87.3668002319336,-32.5866664886475
7Networks_LH_Limbic_TempPole_1,-12.9328048699876,26.3446342189138,-94.7104876448469
7Networks_LH_Limbic_TempPole_2,-38.364624786377,-0.539749950170517,-91.4933755874634
7Networks_LH_Limbic_TempPole_3,-13.2417910245817,-0.925074612916405,-98.3835818162605
7Networks_LH_Limbic_TempPole_4,-19.4261195125864,49.9662690803186,-83.60044872227
7Networks_LH_Limbic_TempPole_5,-45.5741094301825,34.7920541893946,-80.8709595562661
7Networks_LH_Limbic_TempPole_6,17.2665517042423,14.5084483459078,-96.411897067366
7Networks_LH_Limbic_TempPole_7,-45.7933902417199,57.3644067150051,-66.5257624609996
7Networks_LH_Cont_Par_1,-75.1468250335209,-56.5661906893291,32.0503175523546
7Networks_LH_Cont_Par_2,-32.5227780518708,-88.062592683015,32.5312960589374
7Networks_LH_Cont_Par_3,-52.5804653611294,-72.7125579479129,43.08627913719
7Networks_LH_Cont_Par_4,-63.3333898641295,-54.6635591539286,53.5508471990036
7Networks_LH_Cont_Temp_1,-62.7869768364485,-41.5081394106843,-65.0532560126726
7Networks_LH_Cont_OFC_1,2.76521740303091,95.8878260073455,-26.6100001542465
7Networks_LH_Cont_PFCl_1,-6.129117622095,99.0939694572897,-0.781764703638413
7Networks_LH_Cont_PFCl_2,15.8003635579889,96.7029090187766,17.0689090902155
7Networks_LH_Cont_PFCl_3,-13.5913636388088,94.0502272519198,27.874318187887
7Networks_LH_Cont_PFCl_4,-31.2943243078283,82.2858109345307,45.7262154656488
7Networks_LH_Cont_PFCl_5,-1.33411764842915,81.0231366625019,57.6598041010838
7Networks_LH_Cont_PFCl_6,-27.3233871767598,67.2596779484903,67.7108068773823
7Networks_LH_Cont_pCun_1,44.8783719262411,-87.6716274882472,14.6330232952916
7Networks_LH_Cont_pCun_2,52.736999797821,-77.5574996948242,33.4965001106262
7Networks_LH_Cont_Cing_1,96.7771616755305,-19.1151351058805,-8.54864871179735
7Networks_LH_Cont_Cing_2,98.3799992515927,14.2923808665503,4.03785721460978
7Networks_LH_Cont_PFCmp_1,77.0399998029073,42.4387506246567,46.5091661612193
7Networks_LH_Default_Temp_1,-65.4499076207479,5.37675910305094,-74.0087963033606
7Networks_LH_Default_Temp_2,-57.3777548342335,-21.8912241604863,-78.1867350364218
7Networks_LH_Default_Temp_3,-67.9166666666667,37.3295241764614,-62.5085715339297
7Networks_LH_Default_Temp_4,-83.3054095408956,15.71360644747,-51.7654097510166
7Networks_LH_Default_Temp_5,-84.5997565664896,-6.42560969329462,-52.2212192256276
7Networks_LH_Default_Temp_6,-79.086521425109,-27.9213044539742,-53.1318841464278
7Networks_LH_Default_Temp_7,-93.570816195741,-11.086734732803,-32.0297959775341
7Networks_LH_Default_Temp_8,-90.9632900639584,-33.2561842767816,-20.9536843048899
7Networks_LH_Default_Par_1,-70.9743281691822,-68.8350748659959,-7.28298517483384
7Networks_LH_Default_Par_2,-40.5420968148016,-90.4054841072329,-3.48290326133851
7Networks_LH_Default_Par_3,-86.6503279639072,-47.4418031035877,11.0550820475719
7Networks_LH_Default_Par_4,-58.1197168242257,-78.4258491228212,15.8648114654253
7Networks_LH_Default_PFC_1,-17.6074118389803,85.1898818969727,-47.4752940234016
7Networks_LH_Default_PFC_2,63.6937975340252,70.119999752769,-29.5821520527707
7Networks_LH_Default_PFC_3,-21.2461538070287,95.9538470537235,-16.2587179709703
7Networks_LH_Default_PFC_4,28.7749999894036,94.853194448683,-2.53194454643461
7Networks_LH_Default_PFC_5,53.7277499198914,83.0848749160767,-0.879000014066696
7Networks_LH_Default_PFC_6,-38.0036169417361,91.9348931819835,1.13276597794066
7Networks_LH_Default_PFC_7,74.9097056669347,65.0536771662095,-2.37735297048793
7Networks_LH_Default_PFC_8,-48.7157501220703,84.2202503204346,21.2332500457764
7Networks_LH_Default_PFC_9,40.4583870980047,86.2090315049694,28.518064637338
7Networks_LH_Default_PFC_10,87.6446251869202,44.5277499198914,11.4742499858141
7Networks_LH_Default_PFC_11,66.2657141912551,66.4170238858178,31.6871426786695
7Networks_LH_Default_PFC_12,49.6355999247233,67.5597332255046,53.1096000671387
7Networks_LH_Default_PFC_13,25.9667242806533,70.1482759015313,65.4665514847328
7Networks_LH_Default_PFC_14,-2.28305086670286,60.5764409727969,78.7096613221249
7Networks_LH_Default_PFC_15,-17.7090242606838,43.6080486948897,87.6851224201481
7Networks_LH_Default_PFC_16,28.9807816147804,53.8121874928474,78.0703128576279
7Networks_LH_Default_PFC_17,60.0450003051758,43.658999710083,66.1676000976562
7Networks_LH_Default_PFC_18,70.2567268371582,23.7149089293046,66.1409094376997
7Networks_LH_Default_pCunPCC_1,78.8830763009878,-35.019422861246,-49.1471154873188
7Networks_LH_Default_pCunPCC_2,85.7754052651895,-41.3048645741231,-29.0000002061999
7Networks_LH_Default_pCunPCC_3,73.1151014055525,-61.6542855866101,-27.3365308022013
7Networks_LH_Default_pCunPCC_4,81.207272789695,-56.5309094082225,-4.04363642497496
7Networks_LH_Default_pCunPCC_5,61.4142860412598,-78.2631428309849,-4.32828570774623
7Networks_LH_Default_pCunPCC_6,92.0236361416903,-36.2481818459251,9.69490921714089
7Networks_LH_Default_pCunPCC_7,97.9279991149902,-11.1113334178925,14.8133334795634
7Networks_LH_Default_pCunPCC_8,70.2137331644694,-66.3495997111003,21.4525332514445
