"seed","glist_n","FPR.orig","FPR.sqr","FPR.abs","FPR.nsig","FPR.nsig.fdr","coexp","coexp_pos_adj","coexp_neg_adj"
639189,35,0.033,0.084,0.087,0.079,0.077,0.000116126336635745,0.254525810149656,-0.25440968381302
639189,40,0.047,0.087,0.088,0.082,0.074,0.00717440370163576,0.2557439136364,-0.248569509934764
639189,45,0.041,0.087,0.088,0.08,0.075,0.00833605274506423,0.256790865252062,-0.248454812506998
639189,50,0.042,0.087,0.087,0.078,0.079,0.0144533266559832,0.257646847296961,-0.243193520640978
639189,55,0.043,0.087,0.087,0.079,0.076,0.0134790164660585,0.256914194436141,-0.243435177970083
639189,60,0.047,0.088,0.092,0.083,0.075,0.0128499269919303,0.255937636640571,-0.243087709648641
639189,65,0.05,0.086,0.09,0.085,0.077,0.0136954266726995,0.254372953022249,-0.24067752634955
639189,70,0.048,0.085,0.088,0.08,0.079,0.0126427045099008,0.258773042833633,-0.246130338323732
639189,75,0.044,0.088,0.086,0.082,0.08,0.0133973532411784,0.260266835470572,-0.246869482229394
639189,80,0.037,0.089,0.086,0.084,0.078,0.0157541701787057,0.2662288492121,-0.250474679033394
639189,85,0.05,0.087,0.087,0.085,0.08,0.0164248737602582,0.268373421531908,-0.25194854777165
639189,90,0.048,0.088,0.088,0.085,0.08,0.0182205365685117,0.271473778192235,-0.253253241623723
639189,95,0.049,0.09,0.09,0.089,0.079,0.0230734210541571,0.276339496875229,-0.253266075821072
639189,100,0.051,0.088,0.087,0.085,0.079,0.0285989472024307,0.277227783959382,-0.248628836756951
639189,105,0.053,0.089,0.088,0.085,0.08,0.0205463461390247,0.27165612011573,-0.251109773976705
639189,110,0.053,0.089,0.089,0.087,0.077,0.0256407095984829,0.268409007001528,-0.242768297403045
639189,115,0.05,0.088,0.085,0.086,0.074,0.026009488008272,0.270181543318855,-0.244172055310583
639189,120,0.047,0.086,0.085,0.086,0.075,0.0258933248936669,0.269721623709216,-0.243828298815549
639189,125,0.052,0.086,0.086,0.085,0.079,0.0254736526105347,0.264523915540277,-0.239050262929742
639189,130,0.043,0.088,0.087,0.084,0.079,0.024073731982222,0.263841705347822,-0.2397679733656
639189,135,0.041,0.088,0.087,0.085,0.079,0.0239012018960111,0.264077528684783,-0.240176326788772
639189,140,0.043,0.088,0.087,0.086,0.081,0.0255742906076859,0.264567180058857,-0.238992889451171
639189,145,0.04,0.089,0.089,0.087,0.08,0.0248451942290247,0.261277167205732,-0.236431972976708
639189,150,0.04,0.089,0.088,0.087,0.078,0.0291490344996515,0.264277402699519,-0.235128368199868
263649,5,0.064,0.098,0.103,0.055,0.058,0.153503608710107,0.247837631963155,-0.0943340232530473
263649,10,0.085,0.101,0.101,0.07,0.075,0.15540655303519,0.294317785978409,-0.138911232943219
263649,15,0.055,0.093,0.094,0.076,0.075,-0.0221610076833558,0.23240770354199,-0.254568711225346
263649,20,0.051,0.093,0.092,0.085,0.077,-0.0100540314617924,0.234324547875643,-0.244378579337435
263649,25,0.049,0.09,0.09,0.085,0.079,-0.00602619670023901,0.239501060677864,-0.245527257378103
263649,30,0.045,0.089,0.091,0.081,0.08,0.00646038228703547,0.254343393048342,-0.247883010761307
263649,35,0.047,0.088,0.091,0.078,0.081,0.00560460349243827,0.245601077553259,-0.239996474060821
263649,40,0.057,0.09,0.089,0.08,0.084,0.00525314069734,0.24047225418364,-0.2352191134863
263649,45,0.061,0.087,0.092,0.085,0.084,0.00233669141568733,0.234975574654782,-0.232638883239095
263649,50,0.061,0.09,0.091,0.082,0.084,0.00694874366974003,0.237455002482927,-0.230506258813187
263649,55,0.056,0.089,0.094,0.081,0.083,0.0128766623066148,0.240866881837539,-0.227990219530925
263649,60,0.062,0.087,0.087,0.083,0.086,0.0111766061716227,0.239575432959161,-0.228398826787538
263649,65,0.062,0.085,0.087,0.083,0.086,0.0211197794784033,0.251122274427229,-0.230002494948826
263649,70,0.059,0.087,0.088,0.084,0.084,0.0197489602906206,0.245696500049644,-0.225947539759024
263649,75,0.06,0.087,0.088,0.082,0.081,0.0167633611996439,0.244871320816369,-0.228107959616725
263649,80,0.053,0.087,0.088,0.082,0.084,0.0154575384706147,0.243860363355461,-0.228402824884846
263649,85,0.055,0.087,0.088,0.084,0.081,0.0164663235842504,0.233785133938162,-0.217318810353911
263649,90,0.057,0.089,0.089,0.083,0.08,0.0183742615770102,0.22920358466387,-0.21082932308686
263649,95,0.056,0.089,0.089,0.085,0.081,0.0210036412849686,0.232022783206887,-0.211019141921919
263649,100,0.062,0.091,0.093,0.087,0.081,0.0209738080927963,0.23602212773971,-0.215048319646914
263649,105,0.061,0.091,0.091,0.088,0.081,0.0182370078207365,0.234474809113442,-0.216237801292706
263649,110,0.062,0.091,0.092,0.085,0.081,0.0166059270225428,0.233177806118137,-0.216571879095595
263649,115,0.057,0.09,0.089,0.086,0.082,0.0170443522946164,0.23552974574857,-0.218485393453953
263649,120,0.061,0.089,0.091,0.086,0.082,0.017382464026307,0.236303060777814,-0.218920596751507
263649,125,0.058,0.09,0.09,0.087,0.079,0.0188732104003296,0.235664989694933,-0.216791779294603
263649,130,0.058,0.09,0.089,0.086,0.081,0.0169906785775673,0.232079930425447,-0.21508925184788
263649,135,0.06,0.088,0.089,0.086,0.081,0.0173633427968714,0.230798505903926,-0.213435163107055
263649,140,0.06,0.088,0.089,0.085,0.077,0.0187950681137809,0.232640217921503,-0.213845149807722
263649,145,0.057,0.087,0.088,0.085,0.076,0.0198611498815776,0.23360552286586,-0.213744372984283
263649,150,0.06,0.087,0.088,0.086,0.076,0.0207394728357512,0.235767976636367,-0.215028503800616
604811,5,0.078,0.073,0.075,0.045,0.066,0.306421740359751,0.453263910130247,-0.146842169770496
604811,10,0.078,0.081,0.076,0.065,0.07,0.062319226769162,0.295799990902549,-0.233480764133387
604811,15,0.067,0.085,0.075,0.074,0.072,-0.00647460987839126,0.240536995833995,-0.247011605712387
604811,20,0.06,0.087,0.08,0.076,0.081,-0.0055472161449251,0.25324602605384,-0.258793242198765
604811,25,0.059,0.083,0.077,0.074,0.077,0.000662044750319103,0.26960122226988,-0.268939177519561
604811,30,0.056,0.085,0.08,0.079,0.077,0.00352155471100141,0.244571026204257,-0.241049471493255
604811,35,0.047,0.086,0.085,0.085,0.078,0.00167965090459792,0.238085525317294,-0.236405874412696
604811,40,0.043,0.09,0.09,0.089,0.083,-0.00258653921671437,0.2467843547061,-0.249370893922814
604811,45,0.046,0.089,0.086,0.089,0.084,0.00211732918308606,0.241270435000737,-0.239153105817651
604811,50,0.052,0.093,0.088,0.089,0.092,0.00671256325716449,0.242350850700043,-0.235638287442878
604811,55,0.05,0.093,0.091,0.09,0.085,0.00579005096781427,0.244824970990052,-0.239034920022238
604811,60,0.047,0.092,0.09,0.089,0.09,0.00606838078167838,0.250497772915025,-0.244429392133347
604811,65,0.052,0.091,0.089,0.089,0.097,0.00792831981245549,0.261083557708649,-0.253155237896193
604811,70,0.054,0.091,0.088,0.089,0.089,0.0106759540405103,0.260669139448749,-0.249993185408239
604811,75,0.046,0.088,0.087,0.091,0.09,0.0106388032327711,0.26722874091183,-0.256589937679059
604811,80,0.054,0.091,0.089,0.093,0.092,0.0133969716950512,0.264552014133564,-0.251155042438513
604811,85,0.055,0.091,0.088,0.093,0.083,0.0131038402460007,0.26648215881365,-0.253378318567649
604811,90,0.052,0.087,0.086,0.089,0.081,0.0155033818950365,0.262304710581635,-0.246801328686598
604811,95,0.045,0.088,0.083,0.085,0.079,0.016865232687626,0.263627327317855,-0.246762094630229
604811,100,0.046,0.085,0.083,0.085,0.083,0.014818094478478,0.263662774475537,-0.24884467999706
604811,105,0.049,0.088,0.083,0.082,0.081,0.0172791123186304,0.26341395819704,-0.24613484587841
604811,110,0.047,0.088,0.084,0.085,0.082,0.0173210357939013,0.259770569366119,-0.242449533572218
604811,115,0.043,0.087,0.082,0.086,0.085,0.019557755675158,0.260272638227417,-0.240714882552259
604811,120,0.044,0.087,0.083,0.085,0.082,0.0183404009041355,0.259140965026855,-0.240800564122719
604811,125,0.051,0.09,0.085,0.086,0.082,0.0222169061069063,0.258503931245988,-0.236287025139082
604811,130,0.046,0.089,0.088,0.086,0.083,0.0202758929445799,0.254212187740853,-0.233936294796273
604811,135,0.043,0.089,0.088,0.09,0.086,0.0196472979096873,0.253929563353968,-0.234282265444281
604811,140,0.042,0.089,0.089,0.091,0.087,0.0216038330743413,0.251788021283616,-0.230184188209275
604811,145,0.039,0.092,0.089,0.09,0.088,0.0213562387751319,0.252069308294697,-0.230713069519566
604811,150,0.035,0.093,0.091,0.092,0.085,0.0195494470811705,0.249341715053708,-0.229792267972538
456109,5,0.082,0.096,0.097,0.059,0.058,0.219607004857307,0.362471462425006,-0.142864457567698
456109,10,0.06,0.1,0.094,0.075,0.075,-0.0576878512917791,0.177159918881296,-0.234847770173075
456109,15,0.053,0.104,0.098,0.078,0.072,-0.0305476004417612,0.187672359766311,-0.218219960208072
456109,20,0.048,0.097,0.097,0.076,0.077,-0.00848588865800801,0.182241494266524,-0.190727382924532
456109,25,0.035,0.097,0.095,0.084,0.068,0.00252030607819457,0.18967590244969,-0.187155596371495
456109,30,0.033,0.095,0.095,0.085,0.08,0.00690813097639445,0.200569953616606,-0.193661822640212
456109,35,0.036,0.099,0.098,0.092,0.074,0.00435579540811252,0.202325747314664,-0.197969951906551
456109,40,0.036,0.095,0.096,0.096,0.084,0.0160409639896525,0.205962247677287,-0.189921283687634
456109,45,0.043,0.094,0.094,0.097,0.083,0.0186137602593762,0.206523066258845,-0.187909305999469
456109,50,0.04,0.098,0.093,0.092,0.08,0.0176143251857659,0.213809255236349,-0.196194930050583
456109,55,0.036,0.095,0.095,0.092,0.078,0.0197533434381538,0.220699465999195,-0.200946122561041
456109,60,0.039,0.094,0.092,0.094,0.077,0.0240175212231996,0.219319767564651,-0.195302246341451
456109,65,0.037,0.092,0.092,0.092,0.078,0.0248713206535507,0.225550124230424,-0.200678803576874
456109,70,0.052,0.088,0.092,0.092,0.072,0.0217506832736228,0.225976953270031,-0.204226269996408
456109,75,0.053,0.09,0.087,0.087,0.072,0.0220436705696018,0.233128029128929,-0.211084358559327
456109,80,0.053,0.09,0.091,0.086,0.077,0.0234549950552184,0.229296533302634,-0.205841538247416
456109,85,0.049,0.093,0.089,0.084,0.076,0.0192649360725472,0.232855350348081,-0.213590414275534
456109,90,0.049,0.087,0.091,0.086,0.078,0.0185151617670017,0.231849554023686,-0.213334392256685
456109,95,0.055,0.091,0.088,0.085,0.078,0.0196246230875833,0.22748026832468,-0.207855645237097
456109,100,0.052,0.09,0.087,0.085,0.08,0.0189573880756127,0.225392596971185,-0.206435208895573
456109,105,0.049,0.091,0.089,0.085,0.078,0.0175868521654618,0.226781419463008,-0.209194567297547
456109,110,0.047,0.09,0.089,0.082,0.082,0.0185732541328774,0.225928639880582,-0.207355385747705
456109,115,0.041,0.091,0.092,0.086,0.077,0.0179523872836871,0.224146855260438,-0.206194467976751
456109,120,0.045,0.091,0.091,0.084,0.081,0.0185880719980842,0.225336206801984,-0.2067481348039
456109,125,0.043,0.09,0.089,0.083,0.081,0.0195303700832617,0.228218075012613,-0.208687704929351
456109,130,0.045,0.09,0.089,0.08,0.08,0.0222786340670872,0.230073224435168,-0.20779459036808
456109,135,0.049,0.089,0.088,0.081,0.079,0.0220689325466005,0.230770221042298,-0.208701288495697
456109,140,0.042,0.091,0.089,0.081,0.08,0.0214191684574673,0.231949732836774,-0.210530564379306
456109,145,0.039,0.09,0.09,0.081,0.08,0.0225094986879246,0.234532440426876,-0.212022941738951
456109,150,0.038,0.088,0.089,0.083,0.08,0.0224406374939648,0.23601855617492,-0.213577918680955
408419,5,0.07,0.106,0.098,0.064,0.072,0.16208684549239,0.407089459306435,-0.245002613814045
408419,10,0.06,0.101,0.1,0.077,0.081,-0.0302002131281676,0.273220446776811,-0.303420659904979
408419,15,0.059,0.1,0.096,0.083,0.077,0.00184341472707355,0.269801037095578,-0.267957622368504
408419,20,0.037,0.099,0.091,0.086,0.093,-0.0145950224665887,0.271329559419951,-0.28592458188654
408419,25,0.041,0.095,0.094,0.081,0.093,-0.0138802409958432,0.251990427183402,-0.265870668179246
408419,30,0.044,0.093,0.091,0.088,0.093,0.00100552463820812,0.265118834155413,-0.264113309517205
408419,35,0.048,0.093,0.09,0.081,0.09,0.0111774000046927,0.272408687809066,-0.261231287804373
408419,40,0.045,0.093,0.092,0.087,0.092,0.0155658604675185,0.269141650603945,-0.253575790136426
408419,45,0.041,0.097,0.094,0.085,0.096,0.0133666590711443,0.266899034476012,-0.253532375404868
408419,50,0.049,0.095,0.096,0.087,0.093,0.0230563096384153,0.274003237307078,-0.250946927668663
408419,55,0.053,0.096,0.093,0.089,0.094,0.0210949048707025,0.267866492528543,-0.246771587657841
408419,60,0.055,0.096,0.092,0.085,0.092,0.0254733057227993,0.266707479740035,-0.241234174017235
408419,65,0.05,0.095,0.09,0.088,0.087,0.0238126967672811,0.270483689609838,-0.246670992842557
408419,70,0.054,0.091,0.089,0.088,0.092,0.0265588718893533,0.268484979906115,-0.241926108016761
408419,75,0.054,0.092,0.089,0.085,0.089,0.0234330609291238,0.268526803928621,-0.245093742999497
408419,80,0.047,0.093,0.092,0.087,0.096,0.0232014994513064,0.25657996556981,-0.233378466118503
408419,85,0.045,0.091,0.091,0.086,0.091,0.026266754521197,0.25980154730382,-0.233534792782623
408419,90,0.043,0.092,0.089,0.089,0.091,0.0282485604699487,0.256872131401284,-0.228623570931335
408419,95,0.044,0.091,0.09,0.088,0.095,0.0292595116561813,0.257219463489454,-0.227959951833273
408419,100,0.04,0.091,0.09,0.088,0.09,0.0292099094502444,0.253925889999597,-0.224715980549353
408419,105,0.04,0.091,0.091,0.091,0.091,0.0267299537899247,0.256684751869542,-0.229954798079617
408419,110,0.04,0.091,0.091,0.09,0.09,0.0262285793799896,0.255623654997474,-0.229395075617484
408419,115,0.043,0.092,0.092,0.088,0.087,0.0263032393414055,0.255462953171826,-0.22915971383042
408419,120,0.042,0.094,0.094,0.087,0.087,0.0281134394957288,0.255124881321515,-0.227011441825786
408419,125,0.047,0.093,0.093,0.088,0.089,0.0292418651686979,0.253807025341123,-0.224565160172425
408419,130,0.05,0.093,0.091,0.088,0.091,0.0284663402591515,0.254282230091956,-0.225815889832805
408419,135,0.048,0.092,0.091,0.089,0.091,0.026733698067545,0.253870104355678,-0.227136406288133
408419,140,0.05,0.092,0.091,0.087,0.091,0.0300605603174117,0.256626035344048,-0.226565475026637
408419,145,0.047,0.092,0.091,0.089,0.09,0.0303374960782775,0.257850625986188,-0.227513129907911
408419,150,0.045,0.092,0.091,0.089,0.09,0.0304331187582673,0.25472025592395,-0.224287137165682
887841,5,0.036,0.072,0.078,0.053,0.063,-0.0899256783091457,0.318029676128055,-0.4079553544372
887841,10,0.055,0.081,0.074,0.067,0.08,0.0454840960807526,0.327289317191742,-0.281805221110989
887841,15,0.047,0.079,0.077,0.069,0.075,0.0419120088891895,0.331652130605646,-0.289740121716457
887841,20,0.026,0.08,0.078,0.073,0.076,0.0144665881602978,0.283988955216008,-0.26952236705571
887841,25,0.032,0.083,0.081,0.069,0.074,0.0444635066967167,0.301201681691578,-0.256738174994862
887841,30,0.029,0.089,0.085,0.078,0.078,0.0331520682711409,0.288725535055515,-0.255573466784374
887841,35,0.033,0.083,0.083,0.073,0.072,0.0211334933589793,0.266106231794869,-0.244972738435889
887841,40,0.038,0.083,0.083,0.073,0.07,0.0251464162023572,0.267296610728203,-0.242150194525846
887841,45,0.035,0.081,0.081,0.072,0.068,0.017497004183367,0.245626062860016,-0.228129058676649
887841,50,0.051,0.085,0.082,0.074,0.074,0.0158731533913382,0.254592822758678,-0.23871966936734
887841,55,0.047,0.087,0.084,0.078,0.077,0.0219708756058948,0.257721709986491,-0.235750834380596
887841,60,0.046,0.086,0.086,0.082,0.078,0.0189661200949784,0.254108494412225,-0.235142374317247
887841,65,0.037,0.091,0.085,0.081,0.082,0.0156007539539148,0.253530690175841,-0.237929936221926
887841,70,0.044,0.091,0.088,0.083,0.083,0.0163144004138996,0.24490533919604,-0.22859093878214
887841,75,0.042,0.09,0.089,0.086,0.086,0.0187280826052582,0.24365542669888,-0.224927344093622
887841,80,0.052,0.091,0.088,0.087,0.086,0.0191785186315689,0.241457070303482,-0.222278551671913
887841,85,0.045,0.092,0.089,0.085,0.085,0.0198345801216003,0.241117910865097,-0.221283330743496
887841,90,0.05,0.092,0.09,0.087,0.082,0.0214296217965632,0.244097360311151,-0.222667738514588
887841,95,0.048,0.091,0.088,0.086,0.083,0.019768292603653,0.242761264548488,-0.222992971944835
887841,100,0.045,0.09,0.088,0.086,0.084,0.0191896840727721,0.241323639478567,-0.222133955405795
887841,105,0.048,0.089,0.086,0.085,0.086,0.0201166389886499,0.239811262165045,-0.219694623176395
887841,110,0.05,0.092,0.086,0.082,0.083,0.0195390169880699,0.242157008904244,-0.222617991916174
887841,115,0.053,0.091,0.086,0.085,0.083,0.0206151253286927,0.243637397711852,-0.223022272383159
887841,120,0.044,0.091,0.085,0.087,0.082,0.0209305646681158,0.246453322860027,-0.225522758191911
887841,125,0.046,0.089,0.089,0.09,0.089,0.020024236842422,0.244688549441687,-0.224664312599265
887841,130,0.05,0.091,0.089,0.091,0.089,0.0187682306636281,0.244258759034816,-0.225490528371188
887841,135,0.044,0.091,0.09,0.091,0.086,0.0197080328461183,0.24509191931281,-0.225383886466692
887841,140,0.042,0.091,0.091,0.09,0.086,0.020291417761394,0.245074670751593,-0.224783252990199
887841,145,0.043,0.092,0.091,0.09,0.087,0.0204344406584776,0.247768709911029,-0.227334269252551
887841,150,0.043,0.093,0.091,0.091,0.089,0.0214259392593482,0.247689222208438,-0.22626328294909
426926,5,0.055,0.074,0.073,0.039,0.05,-0.104559287743403,0.103621376307777,-0.20818066405118
426926,10,0.064,0.09,0.086,0.063,0.057,0.0355917004612867,0.227907940028859,-0.192316239567573
426926,15,0.067,0.088,0.087,0.076,0.077,-0.00719990654189605,0.238824303837246,-0.246024210379142
426926,20,0.068,0.073,0.077,0.069,0.078,-0.00171569184616685,0.258008845558991,-0.259724537405158
426926,25,0.068,0.077,0.076,0.07,0.077,-0.00918586246645605,0.268007110053873,-0.277192972520329
426926,30,0.045,0.081,0.079,0.069,0.083,-0.00700480204067181,0.249815319916575,-0.256820121957247
426926,35,0.067,0.093,0.086,0.083,0.089,-0.00775890249275958,0.24963405094948,-0.25739295344224
426926,40,0.059,0.088,0.087,0.082,0.091,-0.00571700725342468,0.244662429418233,-0.250379436671657
426926,45,0.052,0.087,0.088,0.084,0.093,-0.00103462197848196,0.244941876983809,-0.245976498962291
426926,50,0.052,0.089,0.087,0.089,0.094,0.00390276911194995,0.245983185401581,-0.242080416289631
426926,55,0.055,0.089,0.087,0.082,0.093,0.0114354473468186,0.255604177166136,-0.244168729819317
426926,60,0.068,0.092,0.09,0.088,0.091,0.023314308693089,0.262272541984527,-0.238958233291438
426926,65,0.071,0.09,0.089,0.082,0.087,0.030635656909128,0.268454535042447,-0.237818878133319
426926,70,0.073,0.092,0.091,0.086,0.086,0.0339338201660868,0.27547748044637,-0.241543660280283
426926,75,0.072,0.093,0.091,0.085,0.088,0.0340276580638471,0.282435199463638,-0.248407541399791
426926,80,0.073,0.093,0.091,0.088,0.086,0.0285143949894957,0.281522912287258,-0.253008517297763
426926,85,0.074,0.09,0.09,0.087,0.087,0.0268402068456946,0.280874651153313,-0.254034444307619
426926,90,0.069,0.093,0.094,0.09,0.087,0.0307823233597973,0.275669410770655,-0.244887087410857
426926,95,0.068,0.094,0.091,0.089,0.087,0.0310289836440318,0.271928525653288,-0.240899542009257
426926,100,0.068,0.095,0.094,0.092,0.083,0.0281089009980651,0.261506036000354,-0.233397135002289
426926,105,0.071,0.094,0.092,0.091,0.087,0.031707139639499,0.266557069718516,-0.234849930079017
426926,110,0.065,0.093,0.091,0.088,0.085,0.0233003619145838,0.264370940354138,-0.241070578439554
426926,115,0.057,0.094,0.091,0.089,0.084,0.0191761828696327,0.259649149757105,-0.240472966887473
426926,120,0.056,0.091,0.09,0.089,0.086,0.0184817987116001,0.260837332377352,-0.242355533665752
426926,125,0.049,0.092,0.093,0.087,0.085,0.0177147958888232,0.256371754553819,-0.238656958664996
426926,130,0.058,0.095,0.091,0.088,0.089,0.0223074931575557,0.257998681366977,-0.235691188209422
426926,135,0.065,0.091,0.091,0.088,0.092,0.0257213990914038,0.262932392190925,-0.237210993099521
426926,140,0.059,0.094,0.091,0.088,0.088,0.020833531013815,0.261307224669268,-0.240473693655453
426926,145,0.067,0.094,0.091,0.086,0.089,0.0241538132881575,0.263444811887593,-0.239290998599436
426926,150,0.061,0.095,0.093,0.089,0.087,0.0209463512088987,0.262010488465884,-0.241064137256985
533498,5,0.098,0.096,0.099,0.063,0.051,0.422482207611095,0.422482207611095,0
533498,10,0.082,0.093,0.093,0.07,0.067,0.2318784036486,0.355084504959496,-0.123206101310896
533498,15,0.068,0.091,0.094,0.068,0.07,0.0196529600176576,0.241749489179981,-0.222096529162323
533498,20,0.046,0.097,0.093,0.079,0.083,0.0071166940761089,0.244440509428218,-0.237323815352109
533498,25,0.044,0.097,0.101,0.086,0.083,0.0116063140895241,0.229245800566186,-0.217639486476662
533498,30,0.044,0.094,0.098,0.088,0.079,0.0289140283763687,0.244773456521588,-0.215859428145219
533498,35,0.046,0.091,0.094,0.085,0.086,0.0421875269294702,0.258851592900392,-0.216664065970921
533498,40,0.053,0.092,0.096,0.087,0.088,0.0557337190374197,0.270972367929602,-0.215238648892182
533498,45,0.054,0.089,0.089,0.082,0.083,0.0558487140499703,0.255186273323133,-0.199337559273163
533498,50,0.047,0.092,0.088,0.085,0.09,0.0436827074427709,0.259279130673118,-0.215596423230347
533498,55,0.05,0.09,0.086,0.085,0.088,0.0343134773617877,0.258352578895063,-0.224039101533275
533498,60,0.047,0.09,0.085,0.086,0.086,0.0315534888750461,0.260564193460289,-0.229010704585243
533498,65,0.047,0.086,0.082,0.081,0.087,0.0407288742222259,0.273149064332979,-0.232420190110753
533498,70,0.047,0.087,0.082,0.082,0.081,0.0452261088636208,0.274165334293619,-0.228939225429998
533498,75,0.045,0.085,0.083,0.081,0.081,0.0377866522015007,0.274592908168817,-0.236806255967316
533498,80,0.051,0.088,0.081,0.081,0.08,0.0337058945050368,0.268989174871417,-0.23528328036638
533498,85,0.047,0.086,0.085,0.081,0.077,0.0346714716394497,0.273739491481047,-0.239068019841597
533498,90,0.051,0.084,0.084,0.081,0.082,0.038370963179911,0.270331652194098,-0.231960689014187
533498,95,0.049,0.087,0.085,0.082,0.079,0.0328938688810112,0.270922604163625,-0.238028735282613
533498,100,0.05,0.089,0.087,0.084,0.081,0.0327685406528388,0.269093017183478,-0.236324476530639
533498,105,0.047,0.088,0.086,0.082,0.085,0.0335223234979251,0.269696138246925,-0.236173814749
533498,110,0.051,0.087,0.085,0.083,0.087,0.0338330483122085,0.266626982151669,-0.23279393383946
533498,115,0.049,0.086,0.086,0.083,0.083,0.0345942072398573,0.262036356094886,-0.227442148855029
533498,120,0.048,0.085,0.083,0.083,0.084,0.035958230938275,0.260674993939237,-0.224716763000962
533498,125,0.046,0.086,0.084,0.081,0.085,0.0354043226122569,0.260618232394222,-0.225213909781965
533498,130,0.052,0.086,0.084,0.084,0.083,0.0332945367412763,0.257831348155923,-0.224536811414647
533498,135,0.056,0.089,0.085,0.084,0.083,0.0339825815546567,0.257976461731181,-0.223993880176524
533498,140,0.053,0.089,0.085,0.085,0.082,0.0320426118209463,0.258670436477143,-0.226627824656197
533498,145,0.056,0.09,0.085,0.084,0.083,0.0313100880316207,0.257683046890183,-0.226372958858562
533498,150,0.063,0.091,0.086,0.085,0.085,0.0320586574663176,0.258221542955717,-0.226162885489399
115998,5,0.055,0.079,0.077,0.033,0.046,0.12558032752686,0.268687959353538,-0.143107631826677
115998,10,0.046,0.079,0.078,0.055,0.061,0.0430221642336583,0.266442881631839,-0.223420717398181
115998,15,0.044,0.081,0.087,0.07,0.066,0.028349138328468,0.239812349274339,-0.211463210945871
115998,20,0.05,0.079,0.082,0.078,0.072,0.031227561994303,0.259578262999668,-0.228350701005366
115998,25,0.05,0.084,0.088,0.08,0.082,0.0335106586086212,0.278672311577288,-0.245161652968667
115998,30,0.058,0.083,0.084,0.081,0.078,0.0227932770360337,0.278320476458323,-0.25552719942229
115998,35,0.054,0.086,0.089,0.081,0.076,0.0157798889409348,0.257356096722579,-0.241576207781644
115998,40,0.041,0.083,0.084,0.082,0.078,0.00383943566107731,0.245789430851469,-0.241949995190392
115998,45,0.051,0.085,0.085,0.084,0.08,0.00936276276236425,0.246675931784538,-0.237313169022174
115998,50,0.038,0.085,0.086,0.087,0.086,0.00844420702976059,0.239692223878122,-0.231248016848361
115998,55,0.04,0.083,0.085,0.085,0.085,0.0107688335326397,0.244256565687534,-0.233487732154895
115998,60,0.042,0.086,0.088,0.088,0.079,0.0159050365815075,0.238832905913494,-0.222927869331986
115998,65,0.04,0.083,0.087,0.087,0.077,0.0106934783530868,0.236238599346897,-0.22554512099381
115998,70,0.05,0.082,0.086,0.085,0.077,0.0127544893590121,0.233485278053554,-0.220730788694542
115998,75,0.045,0.085,0.084,0.088,0.074,0.0137555066153096,0.233141657639731,-0.219386151024422
115998,80,0.043,0.085,0.087,0.085,0.071,0.0152188987418397,0.233450583563781,-0.218231684821942
115998,85,0.041,0.081,0.084,0.084,0.069,0.017232081114378,0.233415749999244,-0.216183668884866
115998,90,0.046,0.081,0.082,0.085,0.073,0.0175770251244187,0.236092140043613,-0.218515114919194
115998,95,0.042,0.08,0.084,0.082,0.072,0.0211414839417056,0.23694243452907,-0.215800950587365
115998,100,0.044,0.079,0.081,0.082,0.069,0.0178903086438995,0.236307936524352,-0.218417627880452
115998,105,0.039,0.081,0.082,0.082,0.073,0.017125997670256,0.238119154235346,-0.22099315656509
115998,110,0.044,0.082,0.083,0.08,0.074,0.0183622798810735,0.240488027858075,-0.222125747977002
115998,115,0.047,0.082,0.083,0.083,0.075,0.0182126835648261,0.243519319629119,-0.225306636064293
115998,120,0.048,0.082,0.084,0.084,0.077,0.0162123202905423,0.24622247452756,-0.230010154237018
115998,125,0.043,0.084,0.085,0.083,0.075,0.0184993150785265,0.24622135201533,-0.227722036936803
115998,130,0.048,0.084,0.084,0.086,0.074,0.0176087998757943,0.248107875748053,-0.230499075872259
115998,135,0.049,0.081,0.085,0.083,0.072,0.0200929009980482,0.248971490206216,-0.228878589208168
115998,140,0.044,0.086,0.086,0.084,0.076,0.0194454313894805,0.247499296196919,-0.228053864807438
115998,145,0.041,0.083,0.085,0.085,0.074,0.0194928941222339,0.247072020490648,-0.227579126368414
115998,150,0.045,0.085,0.087,0.085,0.072,0.0193560932396715,0.245003892521013,-0.225647799281341
994239,5,0.061,0.087,0.09,0.048,0.05,-0.108098647299739,0.246085293847017,-0.354183941146755
994239,10,0.04,0.094,0.095,0.07,0.075,0.0201744424422139,0.319941163895854,-0.29976672145364
994239,15,0.041,0.087,0.093,0.077,0.077,0.0176958307510136,0.258304640112906,-0.240608809361893
994239,20,0.053,0.088,0.088,0.071,0.073,0.112437801746808,0.327923858588133,-0.215486056841324
994239,25,0.043,0.085,0.083,0.071,0.075,0.0998129443153679,0.301345287066912,-0.201532342751544
994239,30,0.051,0.083,0.08,0.073,0.071,0.0847751147708273,0.275221946338476,-0.190446831567648
994239,35,0.055,0.078,0.078,0.078,0.073,0.0341135404712813,0.248631371880096,-0.214517831408815
994239,40,0.06,0.079,0.076,0.079,0.072,0.0279158344412218,0.258822783702135,-0.230906949260913
994239,45,0.058,0.084,0.081,0.084,0.071,0.0439638639144137,0.268628865544417,-0.224665001630004
