"seed","glist_n","FPR.orig","FPR.sqr","FPR.abs","FPR.nsig","FPR.nsig.fdr","coexp","coexp_pos_adj","coexp_neg_adj"
627160,145,0.041,0.092,0.092,0.087,0.088,0.0258233292931419,0.245889049853763,-0.220065720560621
627160,150,0.042,0.092,0.091,0.087,0.09,0.02436067636997,0.245222710875952,-0.220862034505982
525517,5,0.06,0.077,0.074,0.055,0.058,0.363573522258645,0.416081717142086,-0.0525081948834401
525517,10,0.063,0.073,0.07,0.057,0.064,0.0798100323571066,0.257457913830719,-0.177647881473613
525517,15,0.063,0.08,0.083,0.073,0.07,0.0696112972876642,0.260909527598428,-0.191298230310764
525517,20,0.065,0.098,0.09,0.081,0.081,0.0422161946803498,0.240382611921308,-0.198166417240959
525517,25,0.056,0.09,0.091,0.083,0.083,0.0611145616482138,0.264258301208863,-0.20314373956065
525517,30,0.056,0.091,0.094,0.085,0.083,0.0343973622026248,0.261897053440948,-0.227499691238323
525517,35,0.053,0.091,0.092,0.082,0.088,0.0363989510801857,0.260850473468663,-0.224451522388477
525517,40,0.057,0.09,0.089,0.083,0.087,0.0453243741395052,0.26844465286282,-0.223120278723315
525517,45,0.051,0.095,0.094,0.086,0.086,0.025659705460475,0.242947914849729,-0.217288209389254
525517,50,0.048,0.088,0.087,0.087,0.083,0.0099949264182867,0.233524150574201,-0.223529224155914
525517,55,0.037,0.092,0.088,0.085,0.087,0.00576682901871674,0.226539220924441,-0.220772391905725
525517,60,0.038,0.087,0.089,0.087,0.089,0.00744253406459926,0.228422741362392,-0.220980207297792
525517,65,0.048,0.087,0.089,0.086,0.08,0.00711735121394114,0.224852110518535,-0.217734759304594
525517,70,0.049,0.086,0.084,0.086,0.081,0.0105239614339349,0.23152130969106,-0.220997348257125
525517,75,0.047,0.087,0.085,0.086,0.082,0.0109081802913596,0.230986022701189,-0.220077842409829
525517,80,0.061,0.088,0.086,0.085,0.088,0.0147125551353515,0.240274834171456,-0.225562279036104
525517,85,0.056,0.086,0.087,0.084,0.087,0.0140647583092489,0.245646783590989,-0.23158202528174
525517,90,0.063,0.088,0.083,0.086,0.09,0.0151692122960119,0.246118168357851,-0.23094895606184
525517,95,0.054,0.088,0.084,0.085,0.089,0.0108139980320568,0.242500191834628,-0.231686193802571
525517,100,0.057,0.087,0.085,0.083,0.091,0.0130950241480938,0.24392855720787,-0.230833533059776
525517,105,0.052,0.087,0.084,0.083,0.089,0.0136681426532398,0.242887688512892,-0.229219545859653
525517,110,0.057,0.087,0.086,0.082,0.088,0.0177234565375191,0.245707682971065,-0.227984226433546
525517,115,0.049,0.086,0.087,0.083,0.089,0.0139158145151631,0.243017821989283,-0.22910200747412
525517,120,0.046,0.085,0.086,0.083,0.089,0.0152844661679482,0.24232367032759,-0.227039204159642
525517,125,0.043,0.086,0.085,0.082,0.083,0.015042787523921,0.243862854168306,-0.228820066644385
525517,130,0.04,0.087,0.086,0.082,0.081,0.0134813206346961,0.241521253351505,-0.228039932716809
525517,135,0.04,0.086,0.084,0.082,0.08,0.0127707180589038,0.241600674795363,-0.228829956736459
525517,140,0.033,0.086,0.086,0.084,0.081,0.0135338133226226,0.243664289465955,-0.230130476143332
525517,145,0.034,0.086,0.084,0.082,0.084,0.013932350480445,0.239281324125763,-0.225348973645318
525517,150,0.033,0.085,0.082,0.082,0.079,0.0137541126369552,0.23784954347855,-0.224095430841594
562891,5,0.078,0.073,0.072,0.052,0.058,-0.0693348596823014,0.199436685693298,-0.268771545375599
562891,10,0.066,0.079,0.076,0.066,0.066,0.00598857863895361,0.250440024878462,-0.244451446239509
562891,15,0.057,0.085,0.085,0.07,0.066,0.0117454499003652,0.241049574820525,-0.22930412492016
562891,20,0.043,0.086,0.082,0.076,0.079,0.00469197087412499,0.258073242687098,-0.253381271812973
562891,25,0.041,0.083,0.082,0.08,0.082,0.00434575895647203,0.270551969031438,-0.266206210074966
562891,30,0.044,0.094,0.086,0.081,0.084,0.00319870781125644,0.272365847537699,-0.269167139726443
562891,35,0.033,0.09,0.083,0.076,0.083,0.000384051005429832,0.272857894922921,-0.272473843917491
562891,40,0.034,0.094,0.089,0.083,0.087,0.00450968143416316,0.269191572028051,-0.264681890593888
562891,45,0.042,0.096,0.09,0.082,0.09,0.00803905430891793,0.252195850542188,-0.24415679623327
562891,50,0.041,0.097,0.09,0.086,0.088,0.0101614027933343,0.24342445863638,-0.233263055843046
562891,55,0.043,0.098,0.092,0.088,0.089,0.0130073999591132,0.242261214134543,-0.22925381417543
562891,60,0.045,0.097,0.09,0.091,0.088,0.0135584223098389,0.240155994859285,-0.226597572549446
562891,65,0.042,0.097,0.091,0.092,0.089,0.0121332010578982,0.244029584995884,-0.231896383937985
562891,70,0.043,0.097,0.093,0.088,0.089,0.0106356132358169,0.246021886420032,-0.235386273184215
562891,75,0.053,0.096,0.095,0.09,0.09,0.0136458801025717,0.251714434766229,-0.238068554663657
562891,80,0.055,0.097,0.096,0.094,0.092,0.0187966199815937,0.253633658327595,-0.234837038346001
562891,85,0.055,0.1,0.096,0.09,0.091,0.0209445705798089,0.245502564837828,-0.224557994258019
562891,90,0.05,0.098,0.097,0.092,0.091,0.0167745517456465,0.242801438263207,-0.22602688651756
562891,95,0.05,0.1,0.094,0.092,0.091,0.0179819491514413,0.243481218350486,-0.225499269199045
562891,100,0.05,0.094,0.089,0.091,0.093,0.0184376291999912,0.248228665631725,-0.229791036431734
562891,105,0.052,0.094,0.09,0.088,0.09,0.0211766218614593,0.250706078289602,-0.229529456428143
562891,110,0.051,0.092,0.088,0.088,0.09,0.0218732872112236,0.250843548296718,-0.228970261085494
562891,115,0.049,0.092,0.087,0.087,0.09,0.0186871392156253,0.245603476079651,-0.226916336864025
562891,120,0.051,0.093,0.089,0.089,0.089,0.019708070473876,0.242588166530852,-0.222880096056976
562891,125,0.051,0.092,0.088,0.089,0.094,0.0186613084528974,0.242619680525049,-0.223958372072151
562891,130,0.047,0.09,0.087,0.089,0.092,0.0155461972884021,0.24585082660905,-0.230304629320647
562891,135,0.048,0.092,0.088,0.089,0.087,0.0165404242486437,0.241412756770042,-0.224872332521398
562891,140,0.052,0.094,0.088,0.09,0.086,0.0204587974697261,0.244410171436989,-0.223951373967263
562891,145,0.052,0.094,0.089,0.089,0.085,0.0230738935800034,0.24763937889583,-0.224565485315827
562891,150,0.052,0.093,0.087,0.091,0.089,0.0216961878394907,0.244794321546475,-0.223098133706984
937058,5,0.077,0.066,0.063,0.053,0.044,0.19613413084791,0.413615626617219,-0.217481495769309
937058,10,0.046,0.083,0.08,0.069,0.058,-0.0433866101482982,0.249480390488321,-0.292867000636619
937058,15,0.056,0.076,0.079,0.068,0.063,0.0277246544152905,0.266994833766188,-0.239270179350898
937058,20,0.054,0.081,0.085,0.069,0.06,0.0324200171680529,0.252302283597029,-0.219882266428976
937058,25,0.057,0.085,0.087,0.073,0.062,0.0137796155987761,0.224060941637685,-0.210281326038909
937058,30,0.061,0.092,0.093,0.078,0.066,0.0192275004101604,0.234650380485559,-0.215422880075398
937058,35,0.054,0.089,0.091,0.077,0.07,0.0104339529908494,0.23959761967896,-0.22916366668811
937058,40,0.052,0.087,0.089,0.08,0.072,0.00879782801770368,0.242948765172425,-0.234150937154722
937058,45,0.051,0.088,0.087,0.082,0.074,0.0138149879703862,0.24375498834477,-0.229940000374384
937058,50,0.053,0.088,0.088,0.083,0.071,0.019596811024004,0.250510899013037,-0.230914087989033
937058,55,0.05,0.088,0.089,0.081,0.073,0.0210992951984034,0.246256992779728,-0.225157697581325
937058,60,0.049,0.09,0.091,0.081,0.073,0.0200595431027194,0.250833870897944,-0.230774327795224
937058,65,0.047,0.09,0.091,0.08,0.073,0.0187506952195567,0.2545109548522,-0.235760259632643
937058,70,0.045,0.088,0.089,0.082,0.074,0.0160133363989815,0.244054144265172,-0.22804080786619
937058,75,0.047,0.088,0.09,0.084,0.074,0.0133329127203498,0.244957696844508,-0.231624784124158
937058,80,0.047,0.087,0.088,0.082,0.074,0.0146347103170393,0.245084087987823,-0.230449377670783
937058,85,0.044,0.09,0.088,0.082,0.08,0.0149476994654426,0.246322720914739,-0.231375021449296
937058,90,0.046,0.087,0.084,0.081,0.076,0.0124426061802945,0.247280284916972,-0.234837678736678
937058,95,0.045,0.085,0.084,0.08,0.071,0.0129779858899009,0.244569067754682,-0.231591081864781
937058,100,0.048,0.085,0.085,0.083,0.078,0.0184431017489916,0.251191963359051,-0.232748861610059
937058,105,0.043,0.086,0.087,0.08,0.077,0.0182165594181514,0.251421091829983,-0.233204532411831
937058,110,0.049,0.085,0.084,0.083,0.076,0.0239194499609564,0.258747588802473,-0.234828138841516
937058,115,0.053,0.088,0.088,0.081,0.076,0.0291791410853204,0.256083899974954,-0.226904758889634
937058,120,0.044,0.09,0.086,0.083,0.079,0.0266815395051373,0.251954076548548,-0.22527253704341
937058,125,0.045,0.088,0.087,0.086,0.082,0.024420017589355,0.25501329554057,-0.230593277951215
937058,130,0.045,0.09,0.088,0.085,0.077,0.0262682444010039,0.25257884512252,-0.226310600721517
937058,135,0.049,0.091,0.088,0.085,0.078,0.027452223711757,0.247785667484587,-0.22033344377283
937058,140,0.05,0.091,0.089,0.086,0.082,0.0287276048589981,0.251263029424544,-0.222535424565545
937058,145,0.05,0.091,0.09,0.084,0.082,0.0320394986865618,0.249329136223575,-0.217289637537013
937058,150,0.048,0.09,0.088,0.085,0.084,0.0309095640679471,0.249989965631533,-0.219080401563586
165249,5,0.061,0.088,0.085,0.053,0.062,-0.0905358762106201,0.244224603670653,-0.334760479881273
165249,10,0.054,0.092,0.082,0.069,0.071,0.027713889170175,0.236689201425155,-0.20897531225498
165249,15,0.067,0.083,0.083,0.07,0.074,-0.00211130932846904,0.23550197516641,-0.237613284494879
165249,20,0.058,0.084,0.083,0.078,0.074,0.01952083238965,0.270851922228372,-0.251331089838722
165249,25,0.063,0.081,0.08,0.075,0.068,0.00489804238589846,0.266167553044089,-0.261269510658191
165249,30,0.064,0.08,0.08,0.076,0.072,0.0165142871086107,0.262029886474198,-0.245515599365587
165249,35,0.054,0.084,0.082,0.08,0.074,0.0210079129723028,0.25199784535684,-0.230989932384537
165249,40,0.058,0.088,0.085,0.085,0.078,0.0202219421892154,0.248433554579692,-0.228211612390476
165249,45,0.061,0.089,0.085,0.081,0.077,0.0165539444536103,0.254373608864977,-0.237819664411366
165249,50,0.065,0.09,0.088,0.084,0.08,0.0175161557135206,0.251972429573984,-0.234456273860463
165249,55,0.057,0.09,0.087,0.086,0.078,0.0136875523138086,0.252418262533578,-0.238730710219769
165249,60,0.064,0.088,0.093,0.085,0.078,0.0131025964680803,0.245681487400588,-0.232578890932507
165249,65,0.062,0.088,0.088,0.087,0.078,0.0160252676250707,0.249707733269325,-0.233682465644255
165249,70,0.054,0.087,0.088,0.085,0.081,0.0182405599656657,0.254101343125845,-0.23586078316018
165249,75,0.048,0.085,0.087,0.081,0.079,0.0183610613150433,0.246360263025329,-0.227999201710285
165249,80,0.046,0.087,0.089,0.084,0.084,0.0196892695312856,0.249036571119718,-0.229347301588433
165249,85,0.052,0.088,0.088,0.085,0.082,0.0188277922660623,0.249950218471404,-0.231122426205342
165249,90,0.051,0.088,0.086,0.082,0.084,0.0208165811018455,0.253084346286352,-0.232267765184506
165249,95,0.048,0.091,0.088,0.083,0.082,0.0200657735760938,0.249765937170481,-0.229700163594388
165249,100,0.049,0.089,0.088,0.083,0.081,0.0191582989328629,0.242011064328859,-0.222852765395996
165249,105,0.053,0.087,0.087,0.083,0.088,0.0214634069846481,0.240636656331018,-0.21917324934637
165249,110,0.055,0.086,0.084,0.081,0.085,0.0201505479272252,0.240019023395845,-0.21986847546862
165249,115,0.05,0.087,0.083,0.083,0.086,0.0182157163886211,0.240531070034186,-0.222315353645565
165249,120,0.052,0.086,0.084,0.081,0.087,0.0180739629223706,0.238528161501988,-0.220454198579617
165249,125,0.051,0.087,0.084,0.084,0.085,0.0202437091906784,0.238922781677061,-0.218679072486383
165249,130,0.057,0.087,0.086,0.082,0.087,0.0197444446062822,0.237779994893376,-0.218035550287094
165249,135,0.054,0.087,0.084,0.087,0.085,0.0188044782819572,0.23490701707218,-0.216102538790223
165249,140,0.06,0.086,0.082,0.084,0.088,0.0202387020622597,0.237903793948184,-0.217665091885924
165249,145,0.055,0.085,0.084,0.083,0.087,0.0203441597807099,0.238629574954634,-0.218285415173925
165249,150,0.057,0.084,0.083,0.085,0.086,0.0223308207322186,0.24050283462594,-0.218172013893722
418573,5,0.047,0.079,0.078,0.052,0.063,-0.152007614815975,0.235800759610544,-0.387808374426519
418573,10,0.047,0.077,0.078,0.057,0.058,0.007363634517416,0.2342182710719,-0.226854636554484
418573,15,0.062,0.073,0.071,0.053,0.06,0.0133153644857831,0.242247180436319,-0.228931815950536
418573,20,0.058,0.074,0.071,0.058,0.064,0.0323612408170554,0.255663713900389,-0.223302473083334
418573,25,0.056,0.07,0.07,0.063,0.065,0.0422579248511878,0.260933464386513,-0.218675539535325
418573,30,0.06,0.08,0.083,0.068,0.066,0.0109172567211848,0.243602829431571,-0.232685572710386
418573,35,0.057,0.083,0.086,0.077,0.068,0.00465003951876978,0.255737879301505,-0.251087839782735
418573,40,0.049,0.086,0.086,0.079,0.072,0.00659906994720445,0.257572844803973,-0.250973774856769
418573,45,0.049,0.083,0.085,0.076,0.069,0.0116397332591033,0.24159045769566,-0.229950724436557
418573,50,0.047,0.082,0.085,0.076,0.072,0.00926418645807162,0.236232395659518,-0.226968209201446
418573,55,0.035,0.087,0.089,0.082,0.084,0.00761852197489067,0.236245779195373,-0.228627257220483
418573,60,0.042,0.088,0.09,0.082,0.086,0.0103283042625883,0.236048105589502,-0.225719801326914
418573,65,0.037,0.088,0.09,0.082,0.088,0.0163387884219007,0.236211801419403,-0.219873012997503
418573,70,0.042,0.088,0.089,0.087,0.083,0.014995102181554,0.241272542647583,-0.226277440466029
418573,75,0.038,0.093,0.092,0.084,0.087,0.016293890994454,0.241546959722201,-0.225253068727747
418573,80,0.034,0.092,0.092,0.085,0.083,0.017676141407427,0.243965443896303,-0.226289302488876
418573,85,0.035,0.09,0.093,0.086,0.089,0.0178095276510892,0.244143210891149,-0.22633368324006
418573,90,0.038,0.088,0.09,0.083,0.086,0.0199475242123832,0.246162728508494,-0.226215204296111
418573,95,0.044,0.089,0.092,0.084,0.085,0.0207028669915461,0.248042241523269,-0.227339374531723
418573,100,0.042,0.087,0.089,0.083,0.082,0.022488811366153,0.250687497262775,-0.228198685896622
418573,105,0.043,0.087,0.088,0.083,0.08,0.0286518784837186,0.251988075986831,-0.223336197503112
418573,110,0.041,0.088,0.088,0.081,0.083,0.0266645613093626,0.246261867236152,-0.219597305926789
418573,115,0.043,0.086,0.088,0.084,0.081,0.0269765170980812,0.245772979243641,-0.21879646214556
418573,120,0.04,0.087,0.089,0.083,0.077,0.024339286899795,0.244508229955422,-0.220168943055627
418573,125,0.04,0.087,0.088,0.086,0.077,0.0225931448993434,0.243260572757471,-0.220667427858128
418573,130,0.041,0.087,0.088,0.086,0.08,0.0233338754192705,0.241531031820886,-0.218197156401616
418573,135,0.043,0.087,0.087,0.085,0.079,0.0242123238824175,0.242683162660987,-0.218470838778569
418573,140,0.039,0.087,0.088,0.085,0.08,0.0234031367487696,0.245698395567562,-0.222295258818793
418573,145,0.042,0.087,0.087,0.086,0.079,0.0246904153525008,0.246338959134707,-0.221648543782206
418573,150,0.044,0.088,0.086,0.085,0.08,0.022631413853878,0.244460492683188,-0.22182907882931
