"geneSet","pvals.PLSR","sim_brain"
"GO:0016079",0.996000799840032,4
"GO:0030285",0.949810037992401,4
"GO:0030672",0.982003599280144,4
"GO:0042734",0.99620075984803,4
"GO:0045211",0.979204159168166,4
"GO:0048488",0.968606278744251,4
"GO:0048786",0.997400519896021,4
"GO:0048787",0.999400119976005,4
"GO:0050804",0.999000199960008,4
"GO:0050808",0.998400319936013,4
"GO:0051963",0.99620075984803,4
"GO:0060078",0.996400719856029,4
"GO:0098839",0.970405918816237,4
"GO:0098918",0.99880023995201,4
"GO:0099010",0.999000199960008,4
"GO:0099055",0.95880823835233,4
"GO:0099056",0.995600879824035,4
"GO:0099059",0.999600079984003,4
"GO:0099060",0.98500299940012,4
"GO:0099061",0.977404519096181,4
"GO:0099072",0.998400319936013,4
"GO:0099092",0.97000599880024,4
