subid
215284
240546
458976
459848
469693
602062
642263
724314
829055
1038801
1311901
1338177
1441076
1617607
1885390
2028964
2103894
2109942
2190836
2437251
2485525
2695459
2766073
3287674
3328367
3504454
3562821
3760270
4032825
4254555
4622874
4908925
4941007
5019076
5437200
5451728
5895110
6006399
6177246
6194918
6260065
6504813
6631894
7025997
7167925
7347207
7478069
7764421
7824030
7843654
7885795
8349556
8773013
9097916
9329324
9616716
9808250
10000952
10295754
10482778
10841340
10974785
11019827
11030480
11693075
11922061
12578656
12764460
12809392
12953830
12967847
12988699
13025821
13097762
13351548
13377477
13623993
13646768
13697017
14084077
14232183
14268884
14438794
14540698
14759699
14783858
14803670
14850118
15312177
16218711
16448772
16590495
16711878
16720517
16777091
17213220
17406332
17480176
17743852
17994216
18090882
18113022
18278130
18490401
18494678
18632052
18801650
18838739
18904077
18983258
19015082
19031295
19051332
19340307
19767938
19787898
19912904
19947904
20013673
20278160
20355013
20418061
20796903
20841951
20843854
21114224
21313420
21659535
21729241
21777172
22105198
22465536
22482211
22497296
23063758
23207511
23639409
23746158
23813395
23818066
24115048
24346109
24436422
24447518
24495953
24610901
24686194
25033608
25073654
25356336
25410823
25431745
25507276
25517914
25821028
25836330
25937787
26047145
26123134
26470206
26545049
26554536
27074970
27113512
27142434
27157405
27424470
27578624
27688788
27798877
27981638
28189363
28264513
28745800
28810662
28813248
28827850
28982808
29236228
29580680
29708729
29980214
30385648
30395922
30515864
30527827
30643915
30775893
30779144
30869248
31070544
31088322
31153238
31548817
31655253
31825112
32344228
32569118
32581973
32887943
33183713
33336692
33433011
33691855
33828020
33860514
34255297
34315461
34410504
34829301
34862855
35159224
35460628
35490507
35515967
35587656
35845244
35868343
35885865
36043675
36160199
36371007
36495714
36630759
36903472
36973832
37005099
37045417
37058553
37098647
37509984
37643558
37821661
38221741
38301702
38521433
38616405
38666520
38685366
38690448
38760566
38793721
38916315
39287090
39522057
39710910
39838208
39923280
39945087
40032718
40231228
40233957
40302134
40428739
40485442
40623634
40756667
41213271
41610677
42036745
42158215
42286891
42288666
42396259
42449851
42823353
42855921
42863005
42979666
43027131
43036636
43040398
43189743
43347465
43559294
43561374
43875841
43926786
44062132
44165129
44211617
44284703
44395728
44576096
44836688
44915520
45243088
45544719
45835265
46280277
46354596
46400835
46433302
46681605
46959166
47102665
47117408
47245633
47381951
47405358
47501131
47507426
47690807
47727366
47742366
47804329
47914118
47975799
48047387
48055201
48201226
48310052
48731895
48796945
48828414
48908846
49148426
49731299
50023214
50220613
50271212
50323155
50345245
51289725
51293841
51342034
51387606
51530670
51649816
51722290
51829237
51999613
52086724
52356720
52448112
52774607
52801880
52862216
52904972
53120454
53431058
53749618
53790569
53912748
53938707
54198873
54389991
54609183
54713646
54766461
54829951
54998665
55440249
55619168
55744910
55757334
55760095
55906043
55960242
55969914
55982442
56361385
56819618
56888495
56896962
56955546
57113773
57172435
57173348
57348284
57598971
57872147
57968987
58250315
58616416
58754043
58846772
58908172
59017806
59169753
59325249
59343528
59453804
59591525
59791765
59932833
60186708
60281382
60301120
60334165
60718231
60942682
60975892
61019030
61050550
61120609
61231173
61298230
61499631
61504177
61538083
61561596
61581707
61588737
61589239
61756624
61869818
62180324
62182476
62418041
62719865
62858760
62936394
62960940
63392194
63400084
63650078
63989137
64043761
64309040
64800062
64814274
64851530
65007029
65084605
65086134
65241453
65447843
65620046
65833786
66012310
66072621
66086086
66151792
66575316
66715400
66785801
66786810
66847819
66980267
67052967
67528603
67988654
68169738
68173365
68223643
68649293
68674859
68803649
69156055
69159223
69379423
69795852
69842669
69903630
69952570
69973472
70086597
70407053
70506641
70675464
70830069
70910152
71218732
71390350
71640147
71672039
71765184
72070868
72155879
72165508
72198640
72291976
72358748
72819674
72824399
72914941
72947804
73113515
73216432
73347940
73668053
73858659
74226093
74304888
74327708
74731388
74996996
75074865
75148743
75273205
75438006
75751859
75809342
76153018
76254920
76434221
76516256
76794351
76936765
76972990
77402830
77596543
77623592
77829727
77857132
77867484
77931327
77983500
78056005
78375316
78555266
78862327
79319968
79748525
79818517
79831593
80109989
80609714
80732340
80780783
80931535
81092960
81257882
81277898
81682522
81805725
81924774
82205224
82429116
82594744
82984707
83037309
83049855
83068228
83194915
83248719
83252295
83312089
83589851
83656920
83670951
83830785
84158838
84247324
84675654
84828767
84838602
84915055
85063701
85068141
85348240
85513661
85791572
86076571
86100102
86116554
86129563
86259237
86458347
86716306
86727453
86922038
87063383
87216041
87255264
87280429
87298622
87353864
87817879
87825984
88683330
88843492
88964325
89047261
89444665
89569994
89690901
89971463
90129274
90253111
90561418
90579038
90651669
90814109
90838913
91362411
91414961
91474448
91492921
91843900
91899826
92075592
92126350
92159995
92170861
92186097
92208408
92381250
92432902
92523261
92589671
92671066
92820066
92865408
93247658
93454722
93455698
93697047
93759994
93770181
94090604
94316246
94428008
94505850
94989507
94998851
95263539
95300616
95507335
95674647
95823901
95957207
95958758
96052273
96196382
96259931
96358046
96391496
96466079
97096149
97329782
97456086
97555742
97739048
97793568
97925374
98537667
98600208
98606547
98847514
98929068
98989002
99002488
99217838
99297662
99433083
