"geneSet","true.mean","true.median","true.meanabs","true.meansqr","true.maxmean","true.sig_n","true.sign_test","true.rank_sum","true.ks_orig","true.ks_weighted","null_upper25.mean","null_upper25.median","null_upper25.meanabs","null_upper25.meansqr","null_upper25.maxmean","null_upper25.sig_n","null_upper25.sign_test","null_upper25.rank_sum","null_upper25.ks_orig","null_upper25.ks_weighted","null_lower25.mean","null_lower25.median","null_lower25.meanabs","null_lower25.meansqr","null_lower25.maxmean","null_lower25.sig_n","null_lower25.sign_test","null_lower25.rank_sum","null_lower25.ks_orig","null_lower25.ks_weighted","null_upper5.mean","null_upper5.median","null_upper5.meanabs","null_upper5.meansqr","null_upper5.maxmean","null_upper5.sig_n","null_upper5.sign_test","null_upper5.rank_sum","null_upper5.ks_orig","null_upper5.ks_weighted","null_lower5.mean","null_lower5.median","null_lower5.meanabs","null_lower5.meansqr","null_lower5.maxmean","null_lower5.sig_n","null_lower5.sign_test","null_lower5.rank_sum","null_lower5.ks_orig","null_lower5.ks_weighted","pvals.mean","pvals.median","pvals.meanabs","pvals.meansqr","pvals.maxmean","pvals.sig_n","pvals.sign_test","pvals.rank_sum","pvals.ks_orig","pvals.ks_weighted","null_brain"
"Astrocyte",-0.255048691239841,-0.374515006300205,0.392614348108146,0.181117740885224,-0.416354811009421,28,-3.94640014115068,12103,-0.322344322344322,-0.407918646763148,0.101462478754971,0.252207801470115,0.422782106858568,0.206304266970628,0.434860838983731,36,0.136082763487954,36811.025,0.184167684167684,0.267874550401201,-0.117984000410555,-0.277597815799997,0.332855309609449,0.139233888853617,-0.449224033580273,13,-2.04124145231932,21157.975,-0.180921855921856,-0.281734209115781,0.0867052695580038,0.229592132141876,0.415746050736849,0.200837863140726,0.423587938800865,34,0.136082763487954,35779.75,0.168091168091168,0.248167127530661,-0.101096491858388,-0.246507205383893,0.339522830114962,0.144116671999156,-0.438800593070707,16,-1.76907592534341,22724.4,-0.16464183964184,-0.25780055551146,0.000355745286374956,0.00116822429906542,0.265146970605879,0.290541891621676,0.252024619371558,0.353329334133173,0.000223264121455682,1,0.00040983606557377,0.000371333085777943,1
"CA1.Pyramidal",-0.184706403606091,-0.314080421713412,0.383401211280534,0.181297616642194,-0.400788248858372,51,-4.13838296829003,33270,-0.228155339805825,-0.325999353769269,0.0708941894758205,0.209257169517336,0.409713700225552,0.196029012806084,0.415846015269641,63,0,68373.625,0.134586773860594,0.219020419435339,-0.0897266581092086,-0.228556564669868,0.345670855395137,0.148193166570693,-0.430781012517432,31,-2.16772441196145,46009.4,-0.134583044382802,-0.228046012104541,0.0579006127284562,0.185982262317964,0.40453724400579,0.19236452426962,0.408031336102645,60,0,67130.4,0.122878027932781,0.202711071525519,-0.0761583376718375,-0.191056691073639,0.35056762268993,0.151806451701827,-0.423131185177171,34,-1.77359270069573,48594.25,-0.122097256717092,-0.211843217372482,0.000337837837837838,0.00190041809198024,0.365526894621076,0.215156968606279,0.362350046139649,0.376724655068986,0.000239578342117873,1,0.000403877221324717,0.000364697301239971,1
"Endothelial",0.0310030648153623,0.104293971548931,0.351874434176276,0.158464731675499,0.363733624042056,19,-0.264906471413009,29298,0.100030026165659,0.150403499338396,0.0920093055393604,0.242410307520754,0.419844496623178,0.204517125851636,0.43292207183792,37,0,38518.2,0.176302921116973,0.259172473745093,-0.112411942278995,-0.273333771957047,0.334228854884713,0.14080280693704,-0.446142772546455,15,-2.11925177130407,22857.8,-0.174626281473856,-0.271127490511884,0.0790859336118838,0.225875027379288,0.413296351515011,0.199193542177311,0.42178752982616,36,0,37553.25,0.161007806803071,0.235476348256859,-0.0967785972053757,-0.243640146058386,0.340738815665078,0.145033517726267,-0.436728535982786,17,-1.85434529989106,24408,-0.158304379530734,-0.249879768845057,0.515539305301645,0.55838198498749,0.871825634873025,0.78004399120176,0.873364730507588,0.91621675664867,1,0.717256548690262,0.600239616613419,0.743523316062176,1
"Ependymal",-0.0675086104229796,-0.200927862547453,0.380342755132307,0.172340507924827,-0.408907768550479,47,-0.763762615825973,43592,-0.11707575490023,-0.216081253152239,0.0758365852923761,0.214014933633611,0.413811664655049,0.199882274622874,0.421301964169721,52,0.109108945117996,56602.125,0.146330346106304,0.226158449855266,-0.0963368256157713,-0.239980943168098,0.340177658358443,0.143842665157395,-0.43656655169926,24,-2.07306995724193,36747.7,-0.146875551827653,-0.24487445065311,0.0620108985810297,0.192109848276059,0.40854450927811,0.195265236232197,0.412646978700063,50,0.109108945117996,55256.35,0.13259167696745,0.208562822812423,-0.0836131510669688,-0.211409310749765,0.345411628236801,0.148452431600012,-0.427729928181104,26,-1.85485206700594,38493.5,-0.13267996939196,-0.224871996511357,0.152985074626866,0.116296863045142,0.453509298140372,0.478304339132174,0.26890756302521,0.152769446110778,0.491727332892124,0.777644471105779,0.19367434595861,0.120170152428217,1
"Interneuron",0.0173354321454395,0.0572522225125862,0.357388679707722,0.155281973709636,0.360311646012655,30,-0.3,53786,0.108627125673994,0.141900630504084,0.070214532370917,0.204202034734706,0.410378245241113,0.196951732819669,0.416933045564673,61,0.1,66240.6,0.138506014102032,0.219337766826581,-0.0915068446046816,-0.228368989444317,0.344176194528482,0.147242645394189,-0.43012921397792,31,-2.1,44760.775,-0.138414765657404,-0.232265096663035,0.0561850409193667,0.17868538930827,0.405206880489526,0.192801018541957,0.408425614070142,59,0.1,65075.1,0.123080464537536,0.20172306138971,-0.0767234251825876,-0.192540734992815,0.34984935160066,0.151193047313827,-0.42315944590831,33,-1.9,46699.95,-0.124216715055993,-0.215890582640951,0.606650831353919,0.626951520131471,0.876824635072985,0.898620275944811,0.93859649122807,0.979604079184163,0.828930272845388,0.725454909018196,0.187255668491009,0.648042234931808,1
"Microglia",-0.200676666753363,-0.318899426667481,0.388319941997294,0.173842852566553,-0.428361170000478,25,-2.45373864405591,13600,-0.259033698741372,-0.342672572560872,0.104369550998343,0.256924955745667,0.424020549986022,0.207146143272121,0.438630176383715,32,0.144337567297406,32624.025,0.192686129719854,0.273738950422182,-0.125958517649447,-0.293074003251257,0.330280620423695,0.13692683599162,-0.44931970667554,11,-2.1650635094611,18103.425,-0.193946026187576,-0.289321657745348,0.0855399393383017,0.228246250329015,0.416907532128942,0.201205147936906,0.426655402924791,31,0.144337567297406,31722.1,0.17291412911084,0.25221214277365,-0.10760451343806,-0.261826560956956,0.337377381054741,0.14289009419003,-0.439584587092494,13,-1.87638837486628,19459.85,-0.175786642306131,-0.266301859121031,0.00139616055846422,0.018875047187618,0.31753649270146,0.434313137372525,0.157095709570957,0.344131173765247,0.0154370034052213,0.99880023995201,0.00194024058983314,0.00617732558139535,1
"Mural",-0.0666964319711977,-0.230851969758072,0.359821403705069,0.151796732500616,0.366406214667339,7,10,11792,-0.119533386967015,-0.172386011649179,0.149605980899769,0.318442850074988,0.443137138478435,0.22275185376833,0.466958360272659,18,12,17632.05,0.260960579243765,0.350657710794926,-0.170459406722786,-0.350415846201544,0.309201020153378,0.122770901314567,-0.479792366021261,4,7,7235.3,-0.260394609814964,-0.357891973770534,0.124233318144816,0.28649970843488,0.43237629837895,0.214837687124461,0.45058599520339,17,12,16970.5,0.236139983909895,0.316762724799468,-0.144178451880793,-0.318697791742047,0.319906431091651,0.130144974731158,-0.462967723283545,5,8,8130.8,-0.238152051488335,-0.329059399850852,0.454150054367524,0.317233384853168,0.698060387922416,0.776044791041792,0.819133745835317,0.907818436312737,0.763847230553889,0.655468906218756,0.85136217948718,0.828160484481453,1
"Oligodendrocyte",0.0602736747540395,0.158736071260053,0.370087060301519,0.170220413391462,-0.371776062656975,29,-1.16189500386223,32183,0.143247654018768,0.193165270464211,0.0919059675315264,0.243417767536803,0.419642519362724,0.204559762876998,0.432298244638858,39,0.129099444873581,40501.1,0.174916360669114,0.255382491706621,-0.111475928512431,-0.26818183186875,0.334667945280786,0.140775000463665,-0.443245188677428,15,-1.93649167310371,24216.725,-0.172279171766626,-0.26733118441811,0.0768946593180122,0.219501146720013,0.411920777938376,0.198181210083813,0.420642817482167,37,0.129099444873581,39560.05,0.158530191758466,0.235977550448175,-0.0957567978984544,-0.237329528654857,0.340841766634891,0.145486872846082,-0.434101218992548,18,-1.67829278335655,25585.35,-0.154698082415341,-0.248333793482498,0.234928229665072,0.29734219269103,0.63627274545091,0.530693861227754,0.840217739353186,0.478304339132174,0.274938629770141,0.603679264147171,0.170403587443946,0.333483551149166,1
"S1.Pyramidal",0.078802594052593,0.272573583046327,0.384996656008522,0.171140167255317,0.393690061098388,35,-1.40449376635357,37184,0.171244114308832,0.216186182730001,0.0825497011546112,0.225038051793903,0.414964208993935,0.201135408869977,0.423062315905756,46,0,48693.925,0.156300077539416,0.238413873614539,-0.103317857091364,-0.252466970373335,0.339024829906806,0.143640568666871,-0.438850733290958,20,-2.10674064953035,30544.5,-0.1590138166249,-0.256468375701665,0.0682548018363821,0.20047103022521,0.409326695775757,0.196122924028437,0.413856240613041,44,0,47734.25,0.142721127805185,0.218187702655284,-0.08902452308735,-0.22526197729822,0.344950981952291,0.147789328327721,-0.429930125665442,22,-1.87265835513809,32431.65,-0.144762999089755,-0.236285744823853,0.0753098188751192,0.00873180873180873,0.352129574085183,0.499900019996001,0.432463110102157,0.472905418916217,0.195187822244046,0.783643271345731,0.0249096022498996,0.120874219446922,1
"Astrocyte",-0.345356469032436,-0.519035910032019,0.529025609930839,0.329250525268101,-0.575812588585571,41,-3.67423461417477,12335,-0.29039479039479,-0.433078365789304,0.10085502245437,0.299730727096545,0.548787032294999,0.347264653773967,0.514374759722084,44,0.136082763487954,35751.375,0.182132682132682,0.244276526981852,-0.180277355205781,-0.394949442132728,0.43164162227965,0.234645970196565,-0.618887014821661,30,-2.04124145231932,20024.75,-0.180718355718356,-0.295992821660489,0.0780781523562254,0.269475212063917,0.53994513279077,0.338670002851934,0.481909715338143,44,0.136082763487954,34968.15,0.165445665445665,0.219925331960064,-0.158454422383767,-0.349672343361879,0.441031322339558,0.243447571445227,-0.605283249200166,31,-1.76907592534341,21462.95,-0.163624338624339,-0.276368039292003,0.000278473962684489,0.000815328169588259,0.099380123975205,0.0949810037992402,0.178433060697374,0.238152369526095,0.000445533526397861,0.999800039992002,0.000397614314115308,0.000300932891965092,2
