Region,ACAN,ADAM22,ADAM23,ADCY9,ADRA1B,ALDH1A3,ALKAL2,AMDHD1,ANK1,ANK3,ANKH,ANKRD6,AR,ARHGAP25,ARHGAP4,ARHGAP9,ASB13,ASB2,ASCL2,ASGR2,ATOH7,ATP2B3,ATP2B4,ATP4A,ATRNL1,BAIAP2L2,BAIAP3,BEND5,BEND6,BHLHE22,BIRC3,C1QL3,C2CD4C,C2orf27A,CABP1,CACNA1H,CADPS2,CAMK2D,CAMK2G,CARTPT,CBLN2,CCBE1,CCDC177,CCDC39,CCNB1IP1,CCNI,CD24,CD6,CDH12,CDH7,CDKL1,CDS1,CDT1,CEBPA,CELF2,CENPW,CFD,CHML,CKMT1B,CNR1,CNTN6,COCH,COL5A1,COL5A2,COX7A1,CPLX1,CPNE6,CPNE7,CRYBA2,CTNNAL1,CTXN3,CUX1,CXorf57,DAPL1,DCLK1,DDAH2,DENND2D,DIRAS3,DKFZp779M0652,DLGAP1-AS4,DMKN,DOC2B,DOK6,DPYSL3,DYDC2,ECM1,EEPD1,EFCAB1,EFNA5,EFNB3,EFR3A,EIF4E1B,EIF5A2,EPB41,EPHA3,EPN3,ERFE,ERICH6-AS1,ESRRA,ESRRG,ETV6,FABP5P3,FABP6,FABP7,FAM110C,FAM162B,FAM20A,FAM217B,FAM71F1,FBLN7,FBXO32,FBXO33,FER1L4,FES,FGF18,FGF9,FLT3,FMN1,FREM3,FXYD6,FZD1,GABRA5,GABRB1,GAL,GALNTL5,GGCT,GGTA1P,GLCCI1,GLIPR1,GLRA2,GMFB,GNB4,GNG10,GNG4,GPAT3,GPCPD1,GPR161,GPR20,GPX3,GRIA1,GRID2,GRIN2A,GRIN3A,GSTT1,HAPLN4,HCN1,HPCAL4,HR,HS3ST1,HSPB3,HSPB8,HTR1A,HTR1F,HTR2C,ICA1,IDS,IER5,IFFO1,IFI27L2,IFNLR1,IGFBP2,IL13RA2,ITPR1,JDP2,KCNA1,KCNA2,KCNA3,KCNA5,KCNAB3,KCNC1,KCNC3,KCNG1,KCNH4,KCNMB4,KCNQ5,KCNS1,KCTD4,KCTD9,KIF21B,KIRREL2,KLF12,KLF9,KLHDC8B,KLHL13,KLK7,KRT31,LAG3,LCP2,LGALS1,LINC00473,LINC01102,LINC01140,LINC01296,LINC01637,LINC02217,LMO3,LOC100129291,LOC100506100,LRPAP1,LRRC36,LRRC3B,LRRC49,LRRC56,LRRN2,LUZP2,LXN,LY6D,LY6H,LYPD5,LYPD8,LYSMD4,MADCAM1,MAGI2-AS3,MAOB,MARCKS,MCUB,MET,MIR124-2HG,MIR29B2CHG,MIR600HG,MMD,MPP1,MROH5,MTCL1,MUM1L1,MX1,MYBPHL,MYH7B,MYO15A,NANOS1,NAT8L,NCALD,NECAB2,NEFH,NEURL1B,NFIC,NGB,NIPAL2,NKAIN4,NKX6-3,NOS2,NOV,NOXO1,NPY1R,NR3C1,NR3C2,NRP1,NT5M,NTSR1,NUDT11,NUDT14,NUPR1,NWD2,ONECUT2,OSBPL3,OVOL2,P2RX6,PCDH17,PCDH20,PCED1B,PCP4,PCSK1,PCSK5,PDE2A,PDE4A,PDYN,PEA15,PELI3,PHLDA2,PHYH,PID1,PIF1,PIRT,PKD2L1,PKIA,PKNOX2,PLAGL1,PLCH1,PLPPR4,PLXDC1,PNKD,PNMT,PNPLA3,POU6F1,POU6F2,PPARGC1A,PPEF1,PPM1M,PPP4R4,PRKCB,PRKCD,PRR5,PRRX1,PRSS35,PTGER3,PTPRA,PTPRR,PVALB,PYDC1,RAB37,RAD54B,RAP2B,RARB,RASIP1,RBMS1,RBP4,RELL2,RET,RFPL2,RFTN1,RGS6,RHBDL3,RHOBTB2,RIIAD1,RILP,RILPL2,RIMKLA,RIPOR2,ROBO1,RORA,RORB,RRP7A,RSPH9,RTKN2,RTP1,SCARA5,SCN1A,SCN1B,SCN3B,SCN4B,SCN9A,SCRT1,SEMA7A,SERTAD4,SERTAD4-AS1,SHD,SHISAL1,SHROOM3,SKAP1,SKIDA1,SLA,SLC16A6,SLC16A7,SLC17A6,SLC17A8,SLC22A18,SLC22A9,SLC24A2,SLC25A12,SLC25A37,SLCO4A1,SLIT1,SLN,SMARCD3,SNCA,SNX7,SOHLH1,SORL1,SPHKAP,SPON2,SPTSSB,SSTR1,ST3GAL6,STAC2,STARD5,STAT4,STAU2,STEAP2,STRBP,STUM,STX19,STX1A,SV2C,SVOP,SYCP2,SYNPR,SYT17,SYT2,SYT6,TCEA3,TDRD1,TENM2,TESPA1,TEX29,TFAM,TG,THAP10,TINCR,TMEM158,TMEM159,TMEM200A,TMEM263,TMTC1,TNNT2,TPBG,TPK1,TPTE2P6,TRIM7,TRPC3,TSHZ3,TUNAR,UBE2QL1,UCHL3,UG0898H09,UHMK1,UNC5B-AS1,UPP1,URM1,VAMP1,VAT1L,VAV3,VIT,VSIG10L,VSTM2L,WDR66,WDR86,WDR97,WFDC1,WNT10B,XYLT1,YPEL1,ZADH2,ZBBX,ZBTB16,ZCCHC12,ZCCHC18,ZMAT4,ZNF365,ZNF831,ZYX
7Networks_LH_Vis_1,0.548637668,0.611633835,0.573936207,0.615169094,0.500996204,0.573717364,0.362944249,0.219695993,0.636955995,0.407546179,0.67809497,0.560804387,0.348134825,0.468356584,0.234875474,0.629610247,0.695784336,0.528742693,0.399436425,0.460229928,0.475773312,0.661411473,0.551147377,0.580527459,0.724039804,0.593810023,0.401439637,0.651781081,0.556258386,0.703545513,0.397524513,0.523216287,0.624666947,0.552013406,0.720030383,0.319889737,0.704602705,0.537739613,0.733100175,0.428225947,0.437430396,0.391396709,0.69765387,0.409761612,0.672431914,0.734771502,0.577546211,0.34046558,0.496610463,0.610474188,0.766921428,0.558491113,0.320783461,0.352861722,0.474428047,0.466630092,0.33053847,0.714484469,0.62539935,0.506727723,0.388006866,0.412273359,0.759092814,0.548638477,0.802977034,0.618961599,0.445500546,0.429777436,0.289142403,0.679447927,0.292239579,0.668566911,0.326775654,0.297985138,0.611129934,0.364381303,0.497584001,0.432912588,0.285313955,0.799226141,0.70584148,0.28978549,0.407146515,0.36816217,0.392168372,0.656449575,0.580331943,0.447340196,0.706647049,0.450362074,0.591555695,0.719457491,0.462787367,0.522441965,0.694987718,0.501094953,0.589957355,0.264607516,0.631049056,0.632172155,0.656570769,0.369907996,0.18240328,0.499316267,0.567637222,0.707805251,0.626354468,0.675683471,0.416462998,0.653815916,0.571097397,0.565749537,0.44709253,0.631342091,0.532044299,0.616073891,0.509763331,0.747775845,0.336153002,0.713530577,0.342356449,0.432482151,0.469645426,0.246626172,0.606508454,0.570226579,0.349203289,0.732359467,0.684295445,0.486161608,0.539223681,0.383536285,0.340080497,0.308790234,0.601027665,0.69933315,0.656560118,0.372165295,0.320943398,0.510390671,0.410928085,0.711900808,0.494050358,0.557444269,0.602856256,0.652526716,0.605655777,0.61277231,0.715519618,0.647568815,0.458355067,0.514731504,0.726730579,0.474339607,0.636879815,0.768409235,0.722233395,0.751593006,0.311536155,0.610014172,0.626320297,0.332545465,0.722369759,0.51449228,0.628483817,0.679604647,0.650903134,0.237867822,0.713396082,0.663944094,0.623102453,0.502760064,0.528150093,0.565138861,0.60980908,0.820184272,0.498073463,0.569414729,0.512071538,0.342096402,0.525062739,0.665777048,0.41866738,0.343620677,0.521208904,0.403395024,0.580270528,0.312156067,0.401257848,0.648099149,0.588321506,0.387354197,0.553166126,0.682687084,0.632964831,0.374378711,0.585654861,0.366890439,0.645070228,0.376025914,0.388901606,0.51695258,0.488615936,0.267898099,0.296076254,0.566591955,0.665620558,0.453082235,0.517295178,0.55828029,0.663061334,0.555694802,0.649654466,0.326327111,0.575813838,0.369999656,0.85028574,0.693456853,0.722403744,0.738724059,0.422483331,0.638110248,0.569379785,0.693728246,0.475418863,0.399448429,0.686584497,0.523719296,0.599708049,0.448921504,0.634444948,0.634602445,0.49293375,0.516167094,0.460392025,0.669006021,0.424467916,0.73804668,0.293673825,0.677539143,0.673354276,0.507524578,0.700895382,0.484466988,0.712583175,0.607648977,0.28545748,0.625065572,0.408753793,0.493366644,0.449600755,0.396718464,0.608938491,0.302694993,0.472852412,0.475265306,0.517549864,0.32832742,0.423261757,0.328495705,0.468656663,0.651107415,0.287374794,0.502888683,0.616946636,0.646642306,0.480854758,0.603465165,0.644222662,0.654986875,0.54222333,0.562879751,0.32723404,0.706571265,0.423672318,0.72120116,0.59599899,0.342048221,0.399021466,0.68642929,0.600295419,0.38375199,0.426114476,0.7008068,0.629599288,0.599150349,0.536942344,0.455244611,0.468030543,0.638066682,0.488579607,0.349059989,0.272102117,0.279589305,0.299216874,0.396734927,0.593176639,0.703048734,0.478606128,0.533988941,0.516414223,0.435937356,0.563261755,0.80621914,0.424413684,0.330111073,0.554897425,0.5067896,0.605952127,0.76580417,0.719833788,0.582637273,0.489298966,0.348414611,0.397458798,0.525316801,0.404737528,0.467782731,0.257024349,0.730175864,0.742486755,0.297326502,0.455390209,0.662960697,0.371170591,0.420165762,0.616457157,0.712451826,0.503936798,0.565957445,0.303181306,0.632967964,0.659291586,0.607104825,0.595443928,0.656846956,0.525644644,0.652544499,0.250124021,0.650326149,0.336631274,0.50150322,0.692936204,0.501249672,0.342895151,0.408997448,0.733136389,0.602041305,0.703486393,0.559878606,0.587456133,0.433102337,0.588563627,0.319558306,0.670170027,0.336846926,0.74579238,0.629399636,0.362034485,0.532903701,0.563499722,0.481604114,0.687281436,0.654973957,0.632908744,0.708976869,0.685192246,0.670781508,0.741315145,0.319843663,0.522737225,0.692040132,0.426255285,0.568469843,0.692525151,0.357174084,0.433569897,0.436395844,0.307195471,0.319097269,0.601929945,0.671866113,0.730961072,0.708400812,0.566412327,0.313813533,0.624002296,0.38401942,0.469581614,0.433142591,0.466922662,0.41529483,0.320663511,0.498698838,0.458863435,0.62153695,0.532143174,0.639566102,0.579480369,0.761164979,0.218828788,0.687456531,0.418913192,0.288259666,0.319385942,0.37277709,0.641815692,0.648092723,0.516387693,0.3694096,0.6151969,0.488580008,0.31963882,0.406722498,0.358177148,0.408967677,0.748913604,0.301254931,0.504993502,0.493935841,0.52148496,0.713971398,0.601454015,0.778238718,0.34565475,0.41494951,0.516295166,0.741250489,0.444162745,0.684380602
7Networks_LH_Vis_2,0.74602472,0.751787521,0.704163807,0.667911515,0.325120248,0.794741935,0.229974345,0.217739189,0.805693387,0.284655254,0.781074365,0.319031899,0.519904674,0.4045283,0.226571236,0.727890052,0.786045107,0.530100865,0.197138342,0.45905638,0.304153711,0.755237326,0.328693904,0.679070133,0.824895275,0.498759832,0.236754776,0.57228894,0.726715764,0.723227446,0.201882421,0.343181473,0.401584687,0.46432879,0.806204865,0.183215598,0.771728431,0.402776444,0.756324362,0.441031592,0.525819238,0.185087883,0.783089942,0.626122932,0.749916395,0.755944731,0.360167087,0.265591082,0.659700621,0.658622949,0.85495838,0.694522725,0.36714973,0.28265775,0.634718179,0.289933289,0.261495532,0.792394568,0.757315644,0.321154493,0.378429657,0.351222175,0.857887421,0.542148151,0.820861112,0.739371675,0.272055796,0.32018693,0.358939316,0.822211932,0.365985483,0.849134177,0.222346741,0.1555996,0.71491391,0.243570663,0.318258475,0.356322186,0.169087599,0.841553033,0.807563029,0.225504109,0.269752721,0.245645432,0.154343876,0.712075124,0.809220348,0.252138012,0.714636509,0.235412361,0.648111865,0.755443325,0.713413845,0.734871745,0.786861194,0.584866399,0.411547781,0.170969682,0.711848125,0.757142927,0.744568628,0.225641747,0.222552766,0.289612861,0.416164724,0.821700536,0.686221857,0.828542101,0.21603682,0.790232483,0.728337585,0.751349316,0.675423365,0.77085523,0.668304153,0.761185002,0.578916627,0.82728713,0.289523853,0.445600299,0.184569603,0.24756883,0.263559144,0.260394894,0.432610601,0.398377301,0.220846745,0.82770063,0.682365326,0.300293933,0.308124618,0.28955057,0.334989512,0.245519702,0.718717054,0.843839266,0.751404897,0.433220505,0.347945361,0.306621709,0.322758327,0.778090037,0.279495734,0.636624674,0.769761329,0.786395501,0.348561302,0.821738527,0.787030533,0.540337837,0.454035225,0.351863878,0.813265425,0.33770426,0.767375454,0.82032587,0.768150665,0.827008451,0.206158045,0.769858976,0.783367949,0.236667077,0.802822054,0.735291713,0.721318089,0.783247732,0.720727492,0.200547354,0.794401998,0.786087474,0.78490187,0.391338577,0.72544886,0.327571673,0.619901926,0.879688676,0.330269725,0.617920781,0.405473116,0.263367604,0.671173196,0.832177724,0.320777449,0.314236451,0.332852308,0.340368978,0.84628293,0.498600241,0.351192433,0.711194188,0.803687641,0.223303627,0.435389942,0.80013618,0.559957776,0.30680066,0.355276912,0.178257123,0.733525017,0.205723686,0.225377822,0.635966375,0.375190077,0.196888657,0.329107832,0.620868988,0.759910701,0.238327231,0.721956689,0.445901089,0.803204196,0.714417401,0.824072506,0.1741609,0.360593995,0.233244233,0.890767931,0.811070528,0.842034244,0.779804161,0.272617153,0.707052184,0.635868363,0.714930987,0.342786889,0.50411896,0.746978692,0.684208932,0.759326364,0.307607782,0.733447958,0.727243002,0.328913147,0.661328729,0.446387697,0.823439826,0.426658677,0.831604602,0.171509734,0.705659137,0.744416219,0.352307459,0.746020318,0.355536391,0.780477181,0.729084427,0.258069732,0.780219263,0.215817323,0.242035725,0.33808565,0.261234211,0.448178663,0.476257865,0.608419037,0.348841228,0.699172713,0.22468283,0.286775284,0.2190204,0.592327308,0.713521476,0.208035749,0.384649043,0.680166989,0.394273346,0.236913537,0.745002025,0.542325902,0.757711926,0.258457684,0.766113316,0.204770419,0.532065631,0.179376895,0.827166033,0.835995383,0.261206414,0.335443522,0.815251637,0.658515421,0.261330449,0.309558892,0.782179651,0.745104163,0.697947676,0.338039499,0.331379558,0.254392986,0.731697276,0.284626828,0.216436802,0.221731427,0.154178716,0.149393002,0.259369622,0.488275918,0.778201194,0.268386848,0.667685006,0.735307393,0.267124553,0.621215812,0.784850365,0.603127806,0.166473427,0.700746377,0.640410142,0.728386443,0.692828458,0.811264947,0.773631236,0.617673614,0.221614119,0.570074786,0.329775999,0.575237672,0.273262712,0.32226546,0.815201337,0.849632947,0.184142067,0.275083597,0.803287804,0.230514138,0.34793605,0.80827662,0.846675712,0.326881832,0.703313652,0.265171512,0.806300589,0.831303365,0.749389931,0.730636993,0.774727506,0.363052736,0.715618676,0.171542587,0.766848317,0.180091297,0.675860031,0.787819683,0.650053568,0.220497802,0.288306469,0.659306275,0.736846825,0.776750241,0.778594388,0.730408256,0.276274446,0.315076874,0.217353846,0.424991264,0.242904596,0.844428888,0.700541324,0.245955635,0.393266947,0.73506958,0.305800204,0.835859292,0.801941624,0.797813753,0.769465112,0.757435738,0.72669647,0.776984315,0.186437384,0.574671703,0.573616467,0.576287606,0.376954523,0.846779979,0.246048362,0.233194139,0.653611293,0.426315969,0.253729077,0.808028922,0.747446715,0.781859312,0.701485812,0.728935163,0.223996416,0.736224873,0.330408474,0.284935071,0.27256428,0.34117954,0.233482207,0.223165882,0.459911043,0.490390486,0.610973754,0.704071416,0.704800311,0.771426645,0.809698775,0.150096803,0.682916638,0.244269103,0.188924921,0.149848731,0.194283724,0.808561032,0.808000386,0.716887503,0.203307529,0.74853418,0.357360091,0.195675565,0.360680339,0.21149386,0.31251952,0.831714729,0.212470904,0.28515499,0.360842092,0.366570174,0.818361483,0.61514352,0.84942205,0.240381777,0.261658951,0.649760223,0.769770194,0.298495212,0.78828777
7Networks_LH_Vis_3,0.627847957,0.609694878,0.619740793,0.582749778,0.501824277,0.691997997,0.284944792,0.249080387,0.676846947,0.364407181,0.63718424,0.436001243,0.473319003,0.501703365,0.331774631,0.645767103,0.69410298,0.560936809,0.346709665,0.561415001,0.437987859,0.660811816,0.5202176,0.617268938,0.776091598,0.651426404,0.424444442,0.681587628,0.572838858,0.534881408,0.389035709,0.48572506,0.592889638,0.610129906,0.767303158,0.270978697,0.665130949,0.428402083,0.714828311,0.493268607,0.620437218,0.31894257,0.659515632,0.534230484,0.661166772,0.757202218,0.402262971,0.328391491,0.582698951,0.586593365,0.79473564,0.566435393,0.433689905,0.408358108,0.537452997,0.412840947,0.460177816,0.685404723,0.593026013,0.404864668,0.36383353,0.349444268,0.768311199,0.626443181,0.869933604,0.610420227,0.360138143,0.434290153,0.327381992,0.747254637,0.38197501,0.690180551,0.388841206,0.31280721,0.643171597,0.325746854,0.452145721,0.382257007,0.317910923,0.804745455,0.694245095,0.257778991,0.383415186,0.409583932,0.300573454,0.680835745,0.698518141,0.350688668,0.709790192,0.363395642,0.572322166,0.702452208,0.588295267,0.517684932,0.678481558,0.569933677,0.504226461,0.263392132,0.608467943,0.59250724,0.631795561,0.299495011,0.27359501,0.424884178,0.561801533,0.800748969,0.597179384,0.750916009,0.404040217,0.737269854,0.707305639,0.652535307,0.542360895,0.713410752,0.559126492,0.636939162,0.509345271,0.790452904,0.436348189,0.569771596,0.317611188,0.362362456,0.40324842,0.392151481,0.6537785,0.494504883,0.322047661,0.730172923,0.670254234,0.346716667,0.500560365,0.438641814,0.392964998,0.349940017,0.623796147,0.728175276,0.655608426,0.544723335,0.428988263,0.407173598,0.401716906,0.752022991,0.446522388,0.628757526,0.705605915,0.707053802,0.482411772,0.721624102,0.671538856,0.650493492,0.416008529,0.492620444,0.77597397,0.432488763,0.628030638,0.685619354,0.754780317,0.745116686,0.400058609,0.583257385,0.699793064,0.333185109,0.689227552,0.609079816,0.597588313,0.699996207,0.557098178,0.285366309,0.681222121,0.692956374,0.682478036,0.445228044,0.592859176,0.54925414,0.606791499,0.87742787,0.475557582,0.566445638,0.496035448,0.431589204,0.547860445,0.735926662,0.391808969,0.30877664,0.49745169,0.36127971,0.674359334,0.542374286,0.494915371,0.639498246,0.69167797,0.380010988,0.603466051,0.711723316,0.657779294,0.37864273,0.492518164,0.271145269,0.596343488,0.242959946,0.37073902,0.457374232,0.43771729,0.279649225,0.392746028,0.564726732,0.772451106,0.445613892,0.599745808,0.564896893,0.635870426,0.616192838,0.683188066,0.326551192,0.482270643,0.368513594,0.874572027,0.738953156,0.71670963,0.652715603,0.400438748,0.662869252,0.592525417,0.659237052,0.576080018,0.476386659,0.729617772,0.607076115,0.677027356,0.357794486,0.693318111,0.681374461,0.451361989,0.610746966,0.440395237,0.738639854,0.401268348,0.796474186,0.323603482,0.651603898,0.725197085,0.479133978,0.678069833,0.43751207,0.747902148,0.570419887,0.313281805,0.620983144,0.314671306,0.381865223,0.459041536,0.379425277,0.530548115,0.473918085,0.607205381,0.475065619,0.640352013,0.384978935,0.383592798,0.28374316,0.512715877,0.684906167,0.340951478,0.474450137,0.6196485,0.419808675,0.425982547,0.702601619,0.669709583,0.67694219,0.442655229,0.634820839,0.199845523,0.656826035,0.347116757,0.732414492,0.60493248,0.369067769,0.418177435,0.689231029,0.588472486,0.345934761,0.396242104,0.684200757,0.665884808,0.654176528,0.514526417,0.432779519,0.349303895,0.627799294,0.416302188,0.268778943,0.237724376,0.251710259,0.304960746,0.302929088,0.481301586,0.730568359,0.356796967,0.577129634,0.647405804,0.40145232,0.554609525,0.739030177,0.52108584,0.312077861,0.607838038,0.529594305,0.651782614,0.741101253,0.741634621,0.689342919,0.53427406,0.363163615,0.521539873,0.433268598,0.463053851,0.387070498,0.436519495,0.592471346,0.774434673,0.310619348,0.337317185,0.7148265,0.401876302,0.414012974,0.680084463,0.728682937,0.483137108,0.581434397,0.304238617,0.645303726,0.688107523,0.681986788,0.707529357,0.739444483,0.459667755,0.650123992,0.270401076,0.670104934,0.286476268,0.59004635,0.661316714,0.604533463,0.3291949,0.490615611,0.733147463,0.687756107,0.667889182,0.661912264,0.639745048,0.409990919,0.421195657,0.299016981,0.585972205,0.353612675,0.831858317,0.714466346,0.282076332,0.507130678,0.624929563,0.470193383,0.710596792,0.741892432,0.614676478,0.783643671,0.681715587,0.698168652,0.656639522,0.295759494,0.615461937,0.680164056,0.504659718,0.513255324,0.713360387,0.36970114,0.393346116,0.496248108,0.34032462,0.353706174,0.760107011,0.547886157,0.784099594,0.810592905,0.587807657,0.385992389,0.608667968,0.362395135,0.394403645,0.383434626,0.433594914,0.367770648,0.37071899,0.578292546,0.553739542,0.619304817,0.632771056,0.621607141,0.566933452,0.767159081,0.207952442,0.675680401,0.368162488,0.326061076,0.300733506,0.309352533,0.642287276,0.701687543,0.594471058,0.321282936,0.591855897,0.517235374,0.283198681,0.437677733,0.304345161,0.417662874,0.741164497,0.273293477,0.446645269,0.474210105,0.422787841,0.677167737,0.626420229,0.785840329,0.275845941,0.290172319,0.583700469,0.789302582,0.397318087,0.707795115
7Networks_LH_Vis_4,0.75954948,0.819592507,0.696113872,0.69973426,0.245411433,0.812033066,0.135816201,0.291162395,0.869883625,0.161420573,0.894287927,0.260856851,0.613926541,0.385891004,0.295170039,0.803782172,0.841938542,0.521104683,0.132663934,0.37438355,0.26029762,0.772584554,0.20521495,0.774919223,0.809513804,0.45947967,0.127217078,0.53375158,0.751316652,0.834775482,0.119090907,0.24111276,0.292397682,0.435778876,0.804478749,0.078283364,0.806016355,0.345716503,0.76362147,0.322642127,0.443021458,0.116920777,0.89053248,0.582665652,0.848870983,0.802608316,0.355483893,0.271620958,0.639954531,0.769503071,0.81024989,0.760802376,0.235622237,0.184324109,0.633564708,0.255455016,0.170800867,0.768627816,0.764752262,0.320416625,0.412809094,0.279189288,0.908033262,0.345502733,0.818083455,0.757586949,0.202368032,0.166491375,0.400871118,0.844777975,0.333581194,0.954578427,0.121247614,0.15081725,0.747216305,0.172456865,0.300028269,0.292780018,0.148676399,0.825853301,0.839532216,0.169571748,0.192583811,0.138428383,0.11179389,0.750860592,0.865272795,0.163244501,0.813081568,0.23643189,0.733138028,0.761179722,0.727186551,0.813342671,0.692727673,0.645359343,0.396727485,0.204776677,0.790031514,0.851328055,0.733603151,0.253872102,0.196894785,0.264849794,0.307511995,0.751418723,0.695875271,0.787722677,0.169703169,0.833667971,0.716885588,0.760712964,0.746129153,0.736124673,0.777887924,0.840845034,0.728077882,0.793938213,0.181074353,0.354267427,0.237104465,0.156720769,0.143865839,0.171312794,0.367840563,0.362794241,0.18333101,0.8873081,0.673336981,0.341904148,0.263161543,0.226811315,0.251017178,0.197808981,0.768018224,0.919452776,0.836348497,0.456721883,0.269372866,0.270884975,0.344835864,0.809643023,0.222732447,0.761261233,0.777613829,0.800138537,0.358300662,0.868971107,0.883906915,0.522156569,0.391869438,0.23526752,0.762112257,0.183750171,0.821279045,0.897223266,0.834680984,0.890348083,0.157183149,0.855277575,0.835127535,0.188478602,0.828832654,0.822811093,0.763091844,0.78211206,0.750457277,0.207496274,0.887890927,0.850448503,0.837594679,0.423108152,0.696040978,0.224021985,0.595270551,0.841744019,0.185934561,0.704746531,0.287571286,0.15602823,0.696594132,0.873422725,0.308200466,0.350127611,0.240862088,0.435811272,0.908319892,0.374817785,0.27938537,0.803089295,0.786794416,0.176238981,0.293421317,0.885428734,0.54876815,0.231640817,0.259853171,0.222567239,0.822204147,0.240363546,0.195252266,0.720884147,0.448443124,0.180517143,0.264188138,0.670307499,0.643090857,0.153869933,0.734143277,0.348406256,0.888815154,0.77844,0.878065634,0.152629572,0.358219662,0.128863675,0.812705011,0.83190633,0.926074457,0.825833483,0.214609233,0.751838254,0.628659881,0.790411821,0.218096801,0.573118519,0.654826905,0.692443634,0.792671942,0.281889377,0.766919209,0.719687877,0.220058667,0.671198459,0.506761945,0.852776274,0.484165627,0.844641286,0.11732511,0.882142646,0.660546791,0.282590645,0.84894707,0.265859309,0.884137219,0.742571692,0.26765047,0.814700045,0.164531809,0.198127866,0.267248938,0.250190238,0.430035464,0.48391525,0.612054,0.290234846,0.751300208,0.131004291,0.218757467,0.127598497,0.724909458,0.702242772,0.164733333,0.348748282,0.76420729,0.411842575,0.149844951,0.741969053,0.420197404,0.793556738,0.178854622,0.821409321,0.27662688,0.428469326,0.139468836,0.86147289,0.862652006,0.313108896,0.305910918,0.859052668,0.672799453,0.232755548,0.256683292,0.894195674,0.764892017,0.714182064,0.245754346,0.226648259,0.174029169,0.696566038,0.198135546,0.101705445,0.356567987,0.089329025,0.090885958,0.201006606,0.519216692,0.843574519,0.291436416,0.779669677,0.758910289,0.256871813,0.592626529,0.799213725,0.648618675,0.071013158,0.723477995,0.721739951,0.73710915,0.655642309,0.833041838,0.804703962,0.562238013,0.217720601,0.611727927,0.280826452,0.544329914,0.177046224,0.148130198,0.878196104,0.815213752,0.139568816,0.272429707,0.727109772,0.213908454,0.248434022,0.796542678,0.880610151,0.219576696,0.743436498,0.184971905,0.864295082,0.886465635,0.791026517,0.744351056,0.77428169,0.267672492,0.743247836,0.123509016,0.815073732,0.12853264,0.687589258,0.845429666,0.623737981,0.201477853,0.153280881,0.606317604,0.722308331,0.762779646,0.810488249,0.792368134,0.156504965,0.254192212,0.159074678,0.385391035,0.188145142,0.831215249,0.692601633,0.360979821,0.36176811,0.768950804,0.208115466,0.904888621,0.847267329,0.837077079,0.741006484,0.756509961,0.676107349,0.781968192,0.092433259,0.686273565,0.526260107,0.554017957,0.265514327,0.922255818,0.267063859,0.105762218,0.742089183,0.633216967,0.232251325,0.834919765,0.793356448,0.684365258,0.641301775,0.807008632,0.243912159,0.809584624,0.400235591,0.239034401,0.270678875,0.286542953,0.22295337,0.177248413,0.380183565,0.384272534,0.579048839,0.811024806,0.875091834,0.901290611,0.798351705,0.200686657,0.796757319,0.222022497,0.122826593,0.082616034,0.241789333,0.89354586,0.90067957,0.69828309,0.234756324,0.84825216,0.376348378,0.185139409,0.296302917,0.181982188,0.209061545,0.840981779,0.216088029,0.245490893,0.273227312,0.273217943,0.906061945,0.539882066,0.834674553,0.200168996,0.251179641,0.704635717,0.742217947,0.205184351,0.874659445
