"pvals.mean","pvals.median","pvals.meanabs","pvals.meansqr","pvals.maxmean","pvals.sig_n","pvals.sign_test","pvals.rank_sum","pvals.ks_orig","pvals.ks_weighted","geneSet"
0.162657969832858,0.356230031948882,0.0185962807438512,0.0147970405918816,0.0327455919395466,0.0171965606878624,0.75644264780192,0.667266546690662,0.781758957654723,0.840880764437059,"GO:0000149"
0.0524256651017214,0.0633994554647997,0.0151969606078784,0.0125974805038992,0.0111731843575419,0.0255948810237952,0.668054110301769,0.773645270945811,0.32112567463377,0.427616050354052,"GO:0000287"
0.0510204081632653,0.0248716936439005,0.00799840031993601,0.00619876024795041,0.0101910828025478,0.00779844031193761,0.367643768180801,0.68126374725055,0.317130537044296,0.49573344169037,"GO:0001216"
0.00270688321732405,0.00537840952746831,0.002999400119976,0.0023995200959808,0.00399680255795364,0.00519896020795841,0.150488463936811,0.807638472305539,0.0843280708509819,0.0477308294209703,"GO:0001217"
0.00460475825019187,0.0238095238095238,0.00679864027194561,0.00459908018396321,0.00573065902578797,0.015996800639872,0.510372518402855,0.722055588882224,0.360015174506829,0.236314572089437,"GO:0001221"
0.00270688321732405,0.00537840952746831,0.002999400119976,0.0023995200959808,0.00399680255795364,0.00519896020795841,0.150488463936811,0.807638472305539,0.0843280708509819,0.0477308294209703,"GO:0001227"
0.0431947840260799,0.0288309636650869,0.00799840031993601,0.00619876024795041,0.0101651842439644,0.00799840031993601,0.373270861222668,0.693261347730454,0.298594847775176,0.479820627802691,"GO:0001228"
0.139471639471639,0.0711743772241993,0.00719856028794241,0.00719856028794241,0.0152322924600152,0.0135972805438912,0.740072202166065,0.327734453109378,0.618390804597701,0.647418738049713,"GO:0001540"
0.012810851544838,0.0118365788468881,0.00599880023995201,0.00619876024795041,0.00511006289308176,0.0151969606078784,0.496700659868026,0.424315136972605,0.252583237657865,0.283033320566833,"GO:0001618"
0.0283159463487332,0.0156907768848067,0.0171965606878624,0.0145970805838832,0.0262089331856774,0.0171965606878624,0.270235818992989,0.742651469706059,0.157510564733,0.514360313315927,"GO:0001653"
0.00755287009063444,0.00348432055749129,0.0115976804639072,0.00999800039992002,0.00789379260853965,0.0131973605278944,0.410692339205244,0.911817636472705,0.170608763086468,0.132906626506024,"GO:0001664"
0.0244783306581059,0.0431482221334399,0.0323935212957408,0.0205958808238352,0.044971381847915,0.0221955608878224,0.868226354729054,0.890221955608878,0.124848973016512,0.679398618447785,"GO:0001786"
0.0724254998113919,0.0398646107559233,0.00639872025594881,0.00579884023195361,0.0127867619405792,0.00659868026394721,0.475298126064736,0.482703459308138,0.413767019667171,0.556062333713417,"GO:0001882"
0.0597969161338849,0.029806259314456,0.00659868026394721,0.00599880023995201,0.012396694214876,0.00699860027994401,0.449979415397283,0.516896620675865,0.356339084771193,0.574564723694171,"GO:0001883"
0.00492984452028821,0.00389863547758285,0.00639872025594881,0.00619876024795041,0.00497893527384144,0.00939812037592481,0.423440018420447,0.917616476704659,0.201233616037008,0.176358071920428,"GO:0002020"
0.537215580408793,0.555898226676947,0.0907818436312737,0.0689862027594481,0.0959349593495935,0.0531893621275745,0.202759448110378,0.900619876024795,0.338760921366164,0.924320063066614,"GO:0002039"
0.0306242638398115,0.475740661227995,0.00879824035192961,0.0111977604479104,0.00329218106995885,0.0175964807038592,0.327934413117377,0.741051789642072,0.296946564885496,0.230769230769231,"GO:0003678"
0.00115874855156431,0.00225056264066016,0.00759848030393921,0.00579884023195361,0.007383100902379,0.00699860027994401,0.0518655186551866,0.980403919216157,0.0879909365558912,0.160203681942812,"GO:0003682"
0.0412130637636081,0.0577223088923557,0.0203959208158368,0.011997600479904,0.0292083013066872,0.0221955608878224,0.344312135799341,0.888422315536893,0.197040498442368,0.654383242823894,"GO:0003697"
0.00266362252663623,0.00115118956254797,0.00579884023195361,0.00519896020795841,0.00568397120121258,0.00459908018396321,0.380620645978467,0.924015196960608,0.159582401193139,0.075,"GO:0003712"
0.00666144200626959,0.259346713892168,0.00879824035192961,0.00659868026394721,0.0111624326404927,0.00959808038392321,0.337834941050375,0.838632273545291,0.337303111794084,0.141534901658311,"GO:0003713"
0.0230288836846214,0.218304278922345,0.00439912017596481,0.00359928014397121,0.00385802469135802,0.00359928014397121,0.824722811983958,0.552289542091582,0.701114099116404,0.453881629515757,"GO:0003714"
0.0300266058532877,0.0161836657884833,0.00659868026394721,0.00539892021595681,0.0212418300653595,0.00819836032793441,0.81123775244951,0.527094581083783,0.332205937617437,0.605979302414718,"GO:0003724"
0.0481607887751232,0.0343496719413354,0.00719856028794241,0.00599880023995201,0.0132286068623398,0.0113977204559088,0.396472743930371,0.598280343931214,0.426589595375723,0.351361718450326,"GO:0003725"
0.0131135256650431,0.002628614344724,0.00719856028794241,0.00879824035192961,0.0071656050955414,0.00879824035192961,0.451856946354883,0.756448710257948,0.355174981384959,0.269650244452802,"GO:0003727"
0.0189465706707086,0.0156309569195578,0.00859828034393121,0.00879824035192961,0.00553097345132743,0.0101979604079184,0.528337139298318,0.728654269146171,0.296654275092937,0.314243213090368,"GO:0003729"
0.0644677661169415,0.0138576779026217,0.0183963207358528,0.0225954809038192,0.00902668759811617,0.0383923215356929,0.680704770090245,0.684463107378524,0.520710059171598,0.650315867707172,"GO:0003730"
