"","region","Ntot","Ncases.controls","b_diag","empty1","se_diag","empty2","t_diag","empty3","p_diag","empty4","cohensd.ci","BF10","mcc","drug","p_adj_cross_substance","mcc_cross_substance"
"1","thal",1671,"675/996",0.0038552492179923,NA,0.00286317013280805,NA,1.34649672885882,NA,0.178257484437589,NA,"0.053(-0.04,0.15)",0.0478924050808385,"no","alc",0.429590128154029,"no"
"2","caud",1751,"752/999",0.002995133044159,NA,0.00231778825927663,NA,1.29223755973885,NA,0.196384058584699,NA,"0.05(-0.04,0.14)",0.0438923211641711,"no","alc",0.429590128154029,"no"
"3","put",1754,"757/997",-0.0029526909756822,NA,0.00248488317281857,NA,-1.18826148769521,NA,0.234833426226185,NA,"-0.046(-0.14,0.05)",0.0381230597065851,"no","alc",0.483480583406851,"no"
"4","pal",1759,"755/1004",0.00915799738312857,NA,0.0053269062919368,NA,1.71919626162578,NA,0.0856912148776047,NA,"0.066(-0.03,0.16)",0.0829963757704068,"no","alc",0.374899065089521,"no"
"5","hippo",1761,"759/1002",-0.00444624869982177,NA,0.00219154546549585,NA,-2.02881882663374,NA,0.0425729115949316,NA,"-0.078(-0.17,0.02)",0.149011880835173,"no","alc",0.356513748084117,"no"
"6","amyg",1756,"753/1003",0.00710219872814687,NA,0.00446452175761206,NA,1.59080840317052,NA,0.11176776700696,NA,"0.061(-0.03,0.16)",0.0666368729493471,"no","alc",0.429590128154029,"no"
"7","accumb",1753,"755/998",0.019142840528766,NA,0.00707647060788737,NA,2.70513955183104,NA,0.00686982659514138,NA,"0.104(0.01,0.2)",0.727410407070974,"yes","alc",0.0801479769433161,"no"
"8","bankssts_surfavg",1737,"756/981",0.000524831627458579,NA,0.00445053687007313,NA,0.117925464450754,NA,0.906135462055975,NA,"0.005(-0.09,0.1)",0.0192284694165159,"no","alc",0.9924401709022,"no"
"9","caudalanteriorcingulate_surfavg",1760,"759/1001",0.00163393860790741,NA,0.006671275075362,NA,0.244921486439944,NA,0.806535484994725,NA,"0.009(-0.08,0.1)",0.019513487232572,"no","alc",0.9924401709022,"no"
"10","caudalmiddlefrontal_surfavg",1764,"760/1004",0.00301343906736704,NA,0.00369104117541096,NA,0.816419791640911,NA,0.414330640859556,NA,"0.031(-0.06,0.13)",0.0250946693926979,"no","alc",0.888690292317926,"no"
"11","cuneus_surfavg",1753,"753/1000",-0.000486012567251923,NA,0.00345916891035815,NA,-0.14049980785749,NA,0.888275412814134,NA,"-0.005(-0.1,0.09)",0.0191461163526555,"no","alc",0.9924401709022,"no"
"12","entorhinal_surfavg",1719,"745/974",-0.00312157284001999,NA,0.00533914129917573,NA,-0.58465821844833,NA,0.558826675669943,NA,"-0.023(-0.12,0.07)",0.0227633550974742,"no","alc",0.940333348483077,"no"
"13","fusiform_surfavg",1762,"760/1002",-0.00830964086055861,NA,0.00250973445586636,NA,-3.31096417038675,NA,0.000941743178760082,NA,"-0.127(-0.22,-0.03)",1.31691917090175,"yes","alc",0.107690427538906,"no"
"14","inferiorparietal_surfavg",1754,"755/999",-0.000963941521261657,NA,0.00339322809383644,NA,-0.284078020871214,NA,0.77637201592912,NA,"-0.011(-0.11,0.08)",0.0196774416200888,"no","alc",0.9924401709022,"no"
"15","inferiortemporal_surfavg",1760,"758/1002",0.000346440975648382,NA,0.00399859176944017,NA,0.0866407464488144,NA,0.930963382034299,NA,"0.003(-0.09,0.1)",0.0190202075462374,"no","alc",0.9924401709022,"no"
"16","isthmuscingulate_surfavg",1762,"761/1001",0.00650310840255407,NA,0.00377824733416768,NA,1.72119711267835,NA,0.0853273702252883,NA,"0.066(-0.03,0.16)",0.0791356272316923,"no","alc",0.618659105308735,"no"
"17","lateraloccipital_surfavg",1760,"760/1000",-0.000812587985022444,NA,0.00234609858593505,NA,-0.346357135157891,NA,0.729100813118129,NA,"-0.013(-0.11,0.08)",0.0197901334320583,"no","alc",0.9924401709022,"no"
"18","lateralorbitofrontal_surfavg",1766,"761/1005",0.0027550536253554,NA,0.00328714091204487,NA,0.838130673151316,NA,0.402029945458152,NA,"0.032(-0.06,0.13)",0.0268538275138749,"no","alc",0.888690292317926,"no"
"19","lingual_surfavg",1755,"759/996",0.00329066733736727,NA,0.00326517293865261,NA,1.00780797807456,NA,0.313635417502237,NA,"0.039(-0.06,0.13)",0.031535211387511,"no","alc",0.853593526624457,"no"
"20","medialorbitofrontal_surfavg",1757,"759/998",0.00490994097392998,NA,0.00461938350412846,NA,1.06289962059696,NA,0.287920835580651,NA,"0.041(-0.05,0.14)",0.0333412276823016,"no","alc",0.850009025503428,"no"
"21","middletemporal_surfavg",1750,"757/993",0.00317453009990586,NA,0.00310062231134531,NA,1.02383643705656,NA,0.306003249181234,NA,"0.04(-0.06,0.13)",0.0317143735279441,"no","alc",0.850009025503428,"no"
"22","parahippocampal_surfavg",1763,"760/1003",-0.000220521587197129,NA,0.00386293559497391,NA,-0.0570865296030435,NA,0.954480408031329,NA,"-0.002(-0.1,0.09)",0.0189625583079786,"no","alc",0.9924401709022,"no"
"23","paracentral_surfavg",1764,"761/1003",-0.00462444421232927,NA,0.00378954550967329,NA,-1.2203163151161,NA,0.2224493910796,NA,"-0.047(-0.14,0.05)",0.0287156734750266,"no","alc",0.794462110998571,"no"
"24","parsopercularis_surfavg",1758,"760/998",-0.00520782406382418,NA,0.00479753729801019,NA,-1.08552028683219,NA,0.277786534671333,NA,"-0.042(-0.14,0.05)",0.0339061440948766,"no","alc",0.850009025503428,"no"
"25","parsorbitalis_surfavg",1763,"761/1002",-2.86306645875525e-05,NA,0.002952005816943,NA,-0.00969871550497197,NA,0.992262368177317,NA,"0(-0.09,0.09)",0.0189363474062513,"no","alc",0.9924401709022,"no"
