"geneSet","pvals.PLSR","sim_brain"
"GO:0099171",0.539892021595681,7
"GO:0099173",0.435712857428514,7
"GO:0099175",0.428114377124575,7
"GO:0099188",0.882623475304939,7
"GO:0099504",0.803639272145571,7
"GO:0099505",0.876824635072985,7
"GO:0099509",0.888622275544891,7
"GO:0099523",0.958608278344331,7
"GO:0099531",0.490701859628074,7
"GO:0099536",0.395120975804839,7
"GO:0099537",0.915616876624675,7
"GO:0099560",0.877224555088982,7
"GO:0099563",0.778444311137772,7
"GO:0099572",0.287742451509698,7
"GO:0099634",0.898020395920816,7
"GO:0099645",0.436112777444511,7
"GO:1904315",0.420515896820636,7
"GO:1905606",0.93121375724855,7
"GO:2000300",0.89122175564887,7
"SYNGO:metabolism",0.101979604079184,7
"SYNGO:postsynprocess",0.889022195560888,7
"SYNGO:presynprocess",0.798040391921616,7
"SYNGO:transport",0.569286142771446,7
