"geneSet","pvals.PLSR","sim_brain"
"GO:0099171",0.672065586882624,4
"GO:0099173",0.882823435312937,4
"GO:0099175",0.540891821635673,4
"GO:0099188",0.860827834433113,4
"GO:0099504",0.999000199960008,4
"GO:0099505",0.912617476504699,4
"GO:0099509",0.856028794241152,4
"GO:0099523",0.0355928814237153,4
"GO:0099531",0.442711457708458,4
"GO:0099536",0.638472305538892,4
"GO:0099537",0.895220955808838,4
"GO:0099560",0.65626874625075,4
"GO:0099563",0.988002399520096,4
"GO:0099572",0.483303339332134,4
"GO:0099634",0.556888622275545,4
"GO:0099645",0.793641271745651,4
"GO:1904315",0.903619276144771,4
"GO:1905606",0.816436712657469,4
"GO:2000300",0.990801839632074,4
"SYNGO:metabolism",0.950609878024395,4
"SYNGO:postsynprocess",0.755448910217956,4
"SYNGO:presynprocess",0.843631273745251,4
"SYNGO:transport",0.587882423515297,4
"GO:0007268",0.953409318136373,5
"GO:0007416",0.760247950409918,5
"GO:0008021",0.931613677264547,5
"GO:0014069",0.768046390721856,5
"GO:0016079",0.980803839232154,5
"GO:0030285",0.806638672265547,5
"GO:0030672",0.662267546490702,5
"GO:0042734",0.0105978804239152,5
"GO:0045211",0.245550889822036,5
"GO:0048488",0.664667066586683,5
"GO:0048786",0.994001199760048,5
"GO:0048787",0.989002199560088,5
"GO:0050804",0.857028594281144,5
"GO:0050808",0.812837432513497,5
"GO:0051963",0.645870825834833,5
"GO:0060078",0.834633073385323,5
"GO:0098839",0.93621275744851,5
"GO:0098918",0.936012797440512,5
"GO:0099010",0.137772445510898,5
"GO:0099055",0.767046590681864,5
"GO:0099056",0.559088182363527,5
"GO:0099059",0.994601079784043,5
"GO:0099060",0.95620875824835,5
"GO:0099061",0.979204159168166,5
"GO:0099072",0.337932413517297,5
"GO:0099092",0.829634073185363,5
"GO:0099171",0.988402319536093,5
"GO:0099173",0.907418516296741,5
"GO:0099175",0.802039592081584,5
"GO:0099188",0.442711457708458,5
"GO:0099504",0.857428514297141,5
"GO:0099505",0.261147770445911,5
"GO:0099509",0.981403719256149,5
"GO:0099523",0.960607878424315,5
"GO:0099531",0.973605278944211,5
"GO:0099536",0.954409118176365,5
"GO:0099537",0.866626674665067,5
"GO:0099560",0.750049990002,5
"GO:0099563",0.396320735852829,5
"GO:0099572",0.962007598480304,5
"GO:0099634",0.991401719656069,5
"GO:0099645",0.930413917216557,5
"GO:1904315",0.918016396720656,5
"GO:1905606",0.781843631273745,5
"GO:2000300",0.750449910017996,5
"SYNGO:metabolism",0.238152369526095,5
"SYNGO:postsynprocess",0.940611877624475,5
"SYNGO:presynprocess",0.844031193761248,5
"SYNGO:transport",0.662067586482703,5
"GO:0007268",0.491701659668066,6
"GO:0007416",0.417916416716657,6
"GO:0008021",0.918216356728654,6
"GO:0014069",0.095380923815237,6
"GO:0016079",0.251749650069986,6
"GO:0030285",0.999800039992002,6
"GO:0030672",0.994601079784043,6
"GO:0042734",0.86622675464907,6
"GO:0045211",0.104779044191162,6
"GO:0048488",0.344531093781244,6
"GO:0048786",0.970605878824235,6
"GO:0048787",0.72625474905019,6
"GO:0050804",0.284143171365727,6
"GO:0050808",0.0485902819436113,6
"GO:0051963",0.936412717456509,6
"GO:0060078",0.505098980203959,6
"GO:0098839",0.387122575484903,6
"GO:0098918",0.893421315736853,6
"GO:0099010",0.20375924815037,6
"GO:0099055",0.115376924615077,6
"GO:0099056",0.786642671465707,6
"GO:0099059",0.960807838432314,6
"GO:0099060",0.88622275544891,6
"GO:0099061",0.343331333733253,6
"GO:0099072",0.770445910817836,6
"GO:0099092",0.891021795640872,6
"GO:0099171",0.978604279144171,6
"GO:0099173",0.829034193161368,6
"GO:0099175",0.884823035392921,6
"GO:0099188",0.663867226554689,6
"GO:0099504",0.687862427514497,6
"GO:0099505",0.268146370725855,6
"GO:0099509",0.496100779844031,6
"GO:0099523",0.146170765846831,6
"GO:0099531",0.916816636672665,6
"GO:0099536",0.777644471105779,6
"GO:0099537",0.815236952609478,6
"GO:0099560",0.237152569486103,6
"GO:0099563",0.394321135772845,6
"GO:0099572",0.54369126174765,6
"GO:0099634",0.733653269346131,6
"GO:0099645",0.944811037792441,6
"GO:1904315",0.645670865826835,6
"GO:1905606",0.926014797040592,6
"GO:2000300",0.594081183763247,6
"SYNGO:metabolism",0.606878624275145,6
"SYNGO:postsynprocess",0.685862827434513,6
"SYNGO:presynprocess",0.371725654869026,6
"SYNGO:transport",0.879424115176965,6
"GO:0007268",0.380523895220956,7
"GO:0007416",0.9250149970006,7
"GO:0008021",0.922615476904619,7
"GO:0014069",0.891621675664867,7
"GO:0016079",0.965406918616277,7
"GO:0030285",0.850829834033193,7
"GO:0030672",0.877224555088982,7
"GO:0042734",0.61127774445111,7
"GO:0045211",0.766046790641872,7
"GO:0048488",0.519296140771846,7
"GO:0048786",0.469506098780244,7
"GO:0048787",0.683663267346531,7
"GO:0050804",0.480703859228154,7
"GO:0050808",0.943811237752449,7
"GO:0051963",0.97620475904819,7
"GO:0060078",0.619276144771046,7
"GO:0098839",0.882623475304939,7
"GO:0098918",0.981003799240152,7
"GO:0099010",0.752649470105979,7
"GO:0099055",0.907618476304739,7
"GO:0099056",0.590281943611278,7
"GO:0099059",0.549490101979604,7
"GO:0099060",0.882823435312937,7
"GO:0099061",0.551689662067587,7
"GO:0099072",0.690261947610478,7
"GO:0099092",0.772045590881824,7
"GO:0099171",0.704459108178364,7
"GO:0099173",0.382123575284943,7
"GO:0099175",0.744651069786043,7
"GO:0099188",0.81623675264947,7
"GO:0099504",0.943211357728454,7
"GO:0099505",0.957408518296341,7
"GO:0099509",0.925414917016597,7
"GO:0099523",0.96500699860028,7
"GO:0099531",0.605078984203159,7
"GO:0099536",0.0753849230153969,7
"GO:0099537",0.201759648070386,7
"GO:0099560",0.628274345130974,7
"GO:0099563",0.769046190761848,7
"GO:0099572",0.983203359328134,7
"GO:0099634",0.960207958408318,7
"GO:0099645",0.855228954209158,7
"GO:1904315",0.429914017196561,7
"GO:1905606",0.964407118576285,7
"GO:2000300",0.933613277344531,7
"SYNGO:metabolism",0.75624875024995,7
"SYNGO:postsynprocess",0.763447310537892,7
"SYNGO:presynprocess",0.866826634673065,7
"SYNGO:transport",0.829634073185363,7
